genes	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	locus_tag	ftype	bp	EC	COG	product
budB	1	1	1	1	1	1	1	1	1	AGDBFNGI_01592	CDS	1629	2.2.1.6	COG0028	Acetolactate synthase, catabolic
budC	1	1	1	1	1	1	1	1	1	IHGJPHMH_00291	CDS	786	1.1.1.76		L-2,3-butanediol dehydrogenase
caeA	1	1	1	1	1	1	1	1	1	DNNBHHGK_01257	CDS	1632	3.1.1.-		Carboxylesterase A
camP	1	1	1	1	1	1	1	1	1	AGBMBALL_00530	CDS	1008	1.14.13.162		2,5-diketocamphane 1,2-monooxygenase
capA	1	1	1	1	1	1	1	1	1	MOFHFCGN_02364	CDS	1143			Capsule biosynthesis protein CapA
capB	1	1	1	1	1	1	1	1	1	LKFOIOBI_00272	CDS	1158			Capsule biosynthesis protein CapB
capC	1	1	1	1	1	1	1	1	1	HGOKLDLI_02230	CDS	453			Capsule biosynthesis protein CapC
capD	1	1	1	1	1	1	1	1	1	LKFOIOBI_00276	CDS	1650	2.3.2.-		Capsule biosynthesis protein CapD proenzyme
carA	1	1	1	1	1	1	1	1	1	BGMKIKPO_00711	CDS	1101	6.3.5.5		Carbamoyl-phosphate synthase small chain
carA2	1	1	1	1	1	1	1	1	1	AGBMBALL_00862	CDS	1719	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
carB	1	1	1	1	1	1	1	1	1	MCMEOHNO_01664	CDS	3357	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
carC	1	1	1	1	1	1	1	1	1	ADMANBBD_03079	CDS	2067	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
carD	1	1	1	1	1	1	1	1	1	FOMIDEFL_00312	CDS	549		COG1329	RNA polymerase-binding transcription factor CarD
cas9	1	1	1	1	1	1	1	1	1	JOIMIODL_02834	CDS	579	3.1.-.-		CRISPR-associated endonuclease Cas9
catD	1	1	1	1	1	1	1	1	1	IOFEINNK_03196	CDS	768	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
catE	1	1	1	1	1	1	1	1	1	HAJKDPKL_00073	CDS	951	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
catI	1	1	1	1	1	1	1	1	1	EBMLHIBA_03289	CDS	915	2.8.3.6		3-oxoadipate CoA-transferase subunit A
catJ	1	1	1	1	1	1	1	1	1	LDOPIMGM_03131	CDS	813	2.8.3.6		3-oxoadipate CoA-transferase subunit B
cca	1	1	1	1	1	1	1	1	1	IGOCDMGC_00679	CDS	1206	2.7.7.72		CCA-adding enzyme
ccl	1	1	1	1	1	1	1	1	1	IHGJPHMH_03491	CDS	936	4.1.3.46	COG0119	(R)-citramalyl-CoA lyase
ccpA	1	1	1	1	1	1	1	1	1	AGBMBALL_02336	CDS	1035		COG1609	Catabolite control protein A
ccpN	1	1	1	1	1	1	1	1	1	IGOCDMGC_00777	CDS	534		COG0517	Transcriptional repressor CcpN
ccsA	1	1	1	1	1	1	1	1	1	GGCDANDK_02008	CDS	1008			Cytochrome c biogenesis protein CcsA
ccsB	1	1	1	1	1	1	1	1	1	ADMANBBD_02788	CDS	1644			Cytochrome c biogenesis protein CcsB
cdaA	1	1	1	1	1	1	1	1	1	PIPEENFB_02720	CDS	807	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
cdaR	1	1	1	1	1	1	1	1	1	IFGBOHMA_02736	CDS	933		COG4856	CdaA regulatory protein CdaR
cdd	1	1	1	1	1	1	1	1	1	IHGJPHMH_02480	CDS	495	3.5.4.5	COG0295	Cytidine deaminase
cdhR	1	1	1	1	1	1	1	1	1	GGCDANDK_02148	CDS	984		COG4977	HTH-type transcriptional regulator CdhR
cdr	1	1	1	1	1	1	1	1	1	MOFHFCGN_02192	CDS	1665	1.8.1.14		Coenzyme A disulfide reductase
cdsA	1	1	1	1	1	1	1	1	1	AGDBFNGI_01683	CDS	1023	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
cefF	1	1	1	1	1	1	1	1	1	AGDBFNGI_03252	CDS	1002	1.14.11.26		Deacetoxycephalosporin C hydroxylase
ceo	1	1	1	1	1	1	1	1	1	MCMEOHNO_00669	CDS	1140	1.5.1.24		N(5)-(carboxyethyl)ornithine synthase
cfiB	1	1	1	1	1	1	1	1	1	LDOPIMGM_02317	CDS	3402	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
cggR	1	1	1	1	1	1	1	1	1	IFGBOHMA_01261	CDS	1017		COG2390	Central glycolytic genes regulator
chaA	1	1	1	1	1	1	1	1	1	AGEJDLBK_01519	CDS	1170		COG0387	Sodium-potassium/proton antiporter ChaA
chrA	1	1	1	1	1	1	1	1	1	IFGBOHMA_02643	CDS	1155			Chromate transport protein
chrR	1	1	1	1	1	1	1	1	1	EBMLHIBA_03612	CDS	573	1.6.5.2	COG0431	Quinone reductase
chvE	1	1	1	1	1	1	1	1	1	MCMEOHNO_03440	CDS	1158		COG4213	Multiple sugar-binding periplasmic receptor ChvE
cidA	1	1	1	1	1	1	1	1	1	MCMEOHNO_02669	CDS	408			Holin-like protein CidA
cidB	1	1	1	1	1	1	1	1	1	LKFOIOBI_00257	CDS	687		COG1346	Holin-like protein CidB
cimA	1	1	1	1	1	1	1	1	1	NGPGJBKC_03234	CDS	1623	2.3.1.182	COG0119	(R)-citramalate synthase
cinA	1	1	1	1	1	1	1	1	1	EPECHOLL_01388	CDS	1143		COG1058	Putative competence-damage inducible protein
citE	1	1	1	1	1	1	1	1	1	EBMLHIBA_00919	CDS	804	4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
citN	1	1	1	1	1	1	1	1	1	LKFOIOBI_00677	CDS	1371		COG2851	Citrate transporter
citS	1	1	1	1	1	1	1	1	1	MCCDGJGB_03073	CDS	1353		COG3493	Citrate-sodium symporter
citT	1	1	1	1	1	1	1	1	1	MCCDGJGB_00788	CDS	657		COG4565	Transcriptional regulatory protein CitT
citZ	1	1	1	1	1	1	1	1	1	LKFOIOBI_00956	CDS	1119	2.3.3.16	COG0372	Citrate synthase 2
clcD	1	1	1	1	1	1	1	1	1	DNNBHHGK_01398	CDS	753	3.1.1.45		Carboxymethylenebutenolidase
clgR	1	1	1	1	1	1	1	1	1	DNNBHHGK_00826	CDS	372			Transcriptional regulator ClgR
clpB	1	1	1	1	1	1	1	1	1	IHGJPHMH_03231	CDS	2601		COG0542	Chaperone protein ClpB
clpC	1	1	1	1	1	1	1	1	1	IOFEINNK_02082	CDS	2553		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC
clpC1	1	1	1	1	1	1	1	1	1	FOMIDEFL_00662	CDS	2583		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC1
clpP	1	1	1	1	1	1	1	1	1	HGOKLDLI_00281	CDS	585	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
clpP1	1	1	1	1	1	1	1	1	1	AGDBFNGI_02630	CDS	612	3.4.21.92		ATP-dependent Clp protease proteolytic subunit 1
clpP2	1	1	1	1	1	1	1	1	1	IHGJPHMH_01185	CDS	651	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
clpS	1	1	1	1	1	1	1	1	1	HAJKDPKL_02071	CDS	324		COG2127	ATP-dependent Clp protease adapter protein ClpS
clpX	1	1	1	1	1	1	1	1	1	IHGJPHMH_01184	CDS	1293		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
cls	1	1	1	1	1	1	1	1	1	HGOKLDLI_02387	CDS	1485	2.7.8.-		Cardiolipin synthase
clsA	1	1	1	1	1	1	1	1	1	AGEJDLBK_01239	CDS	1257	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
cmk	1	1	1	1	1	1	1	1	1	IGOCDMGC_00697	CDS	738	2.7.4.25		Cytidylate kinase
cmoA	1	1	1	1	1	1	1	1	1	AGDBFNGI_03085	CDS	603	2.1.1.-		tRNA (cmo5U34)-methyltransferase
cmpB	1	1	1	1	1	1	1	1	1	JOIMIODL_00089	CDS	846		COG0600	Bicarbonate transport system permease protein CmpB
cmpC	1	1	1	1	1	1	1	1	1	DNNBHHGK_02007	CDS	1158	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
cmpD	1	1	1	1	1	1	1	1	1	JOIMIODL_02611	CDS	858	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
cmpR	1	1	1	1	1	1	1	1	1	NGPGJBKC_00800	CDS	927			HTH-type transcriptional activator CmpR
cnbH	1	1	1	1	1	1	1	1	1	ADMANBBD_00372	CDS	1305	3.5.99.5		2-amino-5-chloromuconic acid deaminase
coaA	1	1	1	1	1	1	1	1	1	EBMLHIBA_01678	CDS	1161	2.7.1.33	COG1072	Pantothenate kinase
coaBC	1	1	1	1	1	1	1	1	1	LDOPIMGM_02471	CDS	1248		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
coaD	1	1	1	1	1	1	1	1	1	FAGDNHIP_01985	CDS	486	2.7.7.3		Phosphopantetheine adenylyltransferase
coaE	1	1	1	1	1	1	1	1	1	NGPGJBKC_00452	CDS	642	2.7.1.24	COG0237	Dephospho-CoA kinase
coaW	1	1	1	1	1	1	1	1	1	EPECHOLL_01713	CDS	798	2.7.1.33	COG5146	Type II pantothenate kinase
cobB	1	1	1	1	1	1	1	1	1	MOFHFCGN_02774	CDS	747	3.5.1.-	COG0846	NAD-dependent protein deacetylase
cobC	1	1	1	1	1	1	1	1	1	AGEJDLBK_00938	CDS	729	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
cobQ	1	1	1	1	1	1	1	1	1	IFGBOHMA_02001	CDS	720			Cobyric acid synthase
codA	1	1	1	1	1	1	1	1	1	IOFEINNK_03146	CDS	1563	1.1.3.17		Choline oxidase
codY	1	1	1	1	1	1	1	1	1	LKFOIOBI_01385	CDS	774		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
comEA	1	1	1	1	1	1	1	1	1	IGOCDMGC_00801	CDS	714		COG1555	ComE operon protein 1
comEC	1	1	1	1	1	1	1	1	1	IFGBOHMA_00907	CDS	2052		COG0658	ComE operon protein 3
comK	1	1	1	1	1	1	1	1	1	LKFOIOBI_02036	CDS	564		COG4903	Competence transcription factor
comM	1	1	1	1	1	1	1	1	1	NGPGJBKC_00649	CDS	1539		COG0606	Competence protein ComM
comR	1	1	1	1	1	1	1	1	1	LJFCBDKD_00362	CDS	585			HTH-type transcriptional repressor ComR
copA	1	1	1	1	1	1	1	1	1	AGDBFNGI_01780	CDS	2208	3.6.3.54	COG2217	Copper-exporting P-type ATPase
copB	1	1	1	1	1	1	1	1	1	AGBMBALL_02075	CDS	2199	3.6.3.54		Copper-exporting P-type ATPase B
copC	1	1	1	1	1	1	1	1	1	MCCDGJGB_03243	CDS	648			Copper resistance protein C
copZ	1	1	1	1	1	1	1	1	1	IGOCDMGC_01589	CDS	207		COG2608	Copper chaperone CopZ
corA	1	1	1	1	1	1	1	1	1	LDOPIMGM_00306	CDS	1140		COG0598	Cobalt/magnesium transport protein CorA
cpdA	1	1	1	1	1	1	1	1	1	JOIMIODL_02830	CDS	918	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
cpg2	1	1	1	1	1	1	1	1	1	MCCDGJGB_02443	CDS	1119	3.4.17.11		Carboxypeptidase G2
cpnA	1	1	1	1	1	1	1	1	1	PIPEENFB_02507	CDS	735	1.1.1.163		Cyclopentanol dehydrogenase
cpsY	1	1	1	1	1	1	1	1	1	JOIMIODL_02556	CDS	1593	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
cra	1	1	1	1	1	1	1	1	1	AGDBFNGI_02920	CDS	1023		COG1609	Catabolite repressor/activator
crcB	1	1	1	1	1	1	1	1	1	PIPEENFB_01054	CDS	366		COG0239	Putative fluoride ion transporter CrcB
crgA	1	1	1	1	1	1	1	1	1	MCCDGJGB_01540	CDS	816			Cell division protein CrgA
crp	1	1	1	1	1	1	1	1	1	AGDBFNGI_03167	CDS	678			CRP-like cAMP-activated global transcriptional regulator
crr	1	1	1	1	1	1	1	1	1	MOFHFCGN_01075	CDS	501			PTS system glucose-specific EIIA component
crt	1	1	1	1	1	1	1	1	1	EBMLHIBA_03387	CDS	828	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
crtB	1	1	1	1	1	1	1	1	1	MCMEOHNO_00657	CDS	864	2.5.1.32		15-cis-phytoene synthase
csbB	1	1	1	1	1	1	1	1	1	PIPEENFB_00839	CDS	948	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
csbC	1	1	1	1	1	1	1	1	1	EPECHOLL_02759	CDS	1347			putative metabolite transport protein CsbC
csbX	1	1	1	1	1	1	1	1	1	BGMKIKPO_02943	CDS	1248		COG0477	Alpha-ketoglutarate permease
csd	1	1	1	1	1	1	1	1	1	MCCDGJGB_00256	CDS	1251	2.8.1.7	COG0520	putative cysteine desulfurase
cseB	1	1	1	1	1	1	1	1	1	FOMIDEFL_02527	CDS	807		COG0745	Transcriptional regulatory protein CseB
cseC	1	1	1	1	1	1	1	1	1	AGBMBALL_00310	CDS	1233	2.7.13.3	COG0642	Sensor protein CseC
cshA	1	1	1	1	1	1	1	1	1	HAJKDPKL_02513	CDS	1860	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
cshB	1	1	1	1	1	1	1	1	1	LKFOIOBI_01083	CDS	1341	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
cshE	1	1	1	1	1	1	1	1	1	EBMLHIBA_00952	CDS	2277	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
csp	1	1	1	1	1	1	1	1	1	NGPGJBKC_01577	CDS	387		COG1278	Cold shock-like protein
cspA	1	1	1	1	1	1	1	1	1	AGBMBALL_00465	CDS	204		COG1278	putative cold shock protein A
cspL	1	1	1	1	1	1	1	1	1	AGDBFNGI_02414	CDS	381		COG1278	Cold shock protein 2
cstA	1	1	1	1	1	1	1	1	1	MCMEOHNO_02491	CDS	2355		COG1966	Peptide transporter CstA
ctaA	1	1	1	1	1	1	1	1	1	IGOCDMGC_01673	CDS	909	1.3.-.-		Heme A synthase
ctaB	1	1	1	1	1	1	1	1	1	MCMEOHNO_01612	CDS	954	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
ctaB2	1	1	1	1	1	1	1	1	1	MOFHFCGN_00766	CDS	912	2.5.1.-	COG0109	Protoheme IX farnesyltransferase 2
ctaC	1	1	1	1	1	1	1	1	1	FOMIDEFL_02216	CDS	882	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
ctaD	1	1	1	1	1	1	1	1	1	LJFCBDKD_01969	CDS	1713	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
ctaE	1	1	1	1	1	1	1	1	1	HAJKDPKL_01321	CDS	732	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
ctaF	1	1	1	1	1	1	1	1	1	JOIMIODL_02342	CDS	417	1.9.3.1		Cytochrome c oxidase polypeptide 4
ctpA	1	1	1	1	1	1	1	1	1	DNNBHHGK_02667	CDS	1899	3.6.3.54	COG2217	Copper-exporting P-type ATPase
ctsR	1	1	1	1	1	1	1	1	1	EPECHOLL_02475	CDS	462		COG4463	Transcriptional regulator CtsR
curA	1	1	1	1	1	1	1	1	1	IHGJPHMH_00550	CDS	591	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
cutC	1	1	1	1	1	1	1	1	1	NGPGJBKC_02503	CDS	798			Copper homeostasis protein CutC
cvfB	1	1	1	1	1	1	1	1	1	BGMKIKPO_02810	CDS	900		COG2996	Conserved virulence factor B
cwlM	1	1	1	1	1	1	1	1	1	IOFEINNK_00267	CDS	1143	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
cycA	1	1	1	1	1	1	1	1	1	PIPEENFB_00969	CDS	1365		COG1113	D-serine/D-alanine/glycine transporter
cycB	1	1	1	1	1	1	1	1	1	DPNJBGPE_02806	CDS	1284		COG2182	Cyclodextrin-binding protein
cydA	1	1	1	1	1	1	1	1	1	MCCDGJGB_00443	CDS	1572	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
cydB	1	1	1	1	1	1	1	1	1	AGDBFNGI_01228	CDS	1023	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
cydD	1	1	1	1	1	1	1	1	1	IOFEINNK_02354	CDS	3444		COG4988	ATP-binding/permease protein CydD
cymR	1	1	1	1	1	1	1	1	1	LKFOIOBI_01019	CDS	420			HTH-type transcriptional regulator CymR
cynR	1	1	1	1	1	1	1	1	1	FOMIDEFL_00971	CDS	978			HTH-type transcriptional regulator CynR
cynT	1	1	1	1	1	1	1	1	1	AGEJDLBK_01117	CDS	627	4.2.1.1	COG0288	Carbonic anhydrase
cypB	1	1	1	1	1	1	1	1	1	AGBMBALL_01459	CDS	537	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
cypM	1	1	1	1	1	1	1	1	1	AGBMBALL_00547	CDS	762	2.1.1.301		Cypemycin N-terminal methyltransferase
cysA	1	1	1	1	1	1	1	1	1	MOFHFCGN_02358	CDS	663	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
cysC	1	1	1	1	1	1	1	1	1	LKFOIOBI_00634	CDS	600	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
cysD	1	1	1	1	1	1	1	1	1	HAJKDPKL_02255	CDS	939	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
cysE	1	1	1	1	1	1	1	1	1	IFGBOHMA_00012	CDS	651	2.3.1.30		Serine acetyltransferase
cysG	1	1	1	1	1	1	1	1	1	FOMIDEFL_02585	CDS	1575		COG0007	Siroheme synthase
cysH	1	1	1	1	1	1	1	1	1	EPECHOLL_01844	CDS	729	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
cysI	1	1	1	1	1	1	1	1	1	IFGBOHMA_02176	CDS	1710	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
cysJ	1	1	1	1	1	1	1	1	1	EPECHOLL_01855	CDS	1824	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
cysK	1	1	1	1	1	1	1	1	1	LKFOIOBI_02488	CDS	933	2.5.1.47		Cysteine synthase
cysK1	1	1	1	1	1	1	1	1	1	AGEJDLBK_02116	CDS	927	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
cysL	1	1	1	1	1	1	1	1	1	EBMLHIBA_03486	CDS	933		COG0583	HTH-type transcriptional regulator CysL
cysNC	1	1	1	1	1	1	1	1	1	NGPGJBKC_03245	CDS	1392		COG0529	Bifunctional enzyme CysN/CysC
cysS	1	1	1	1	1	1	1	1	1	IFGBOHMA_00013	CDS	1401	6.1.1.16		Cysteine--tRNA ligase
cytR	1	1	1	1	1	1	1	1	1	JOIMIODL_02941	CDS	1050		COG1609	HTH-type transcriptional repressor CytR
czcD	1	1	1	1	1	1	1	1	1	NGPGJBKC_00680	CDS	912			Metal cation efflux system protein CzcD
czcO	1	1	1	1	1	1	1	1	1	IHGJPHMH_03779	CDS	1239	1.-.-.-	COG2072	putative oxidoreductase CzcO
czcR	1	1	1	1	1	1	1	1	1	AGEJDLBK_01722	CDS	660			Transcriptional activator protein CzcR
czrA	1	1	1	1	1	1	1	1	1	BGMKIKPO_02170	CDS	300		COG0640	HTH-type transcriptional repressor CzrA
dacA	1	1	1	1	1	1	1	1	1	BGMKIKPO_01681	CDS	1293	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
dacB	1	1	1	1	1	1	1	1	1	AGDBFNGI_03114	CDS	1467	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
dacC	1	1	1	1	1	1	1	1	1	DNNBHHGK_01873	CDS	1410	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
dadA1	1	1	1	1	1	1	1	1	1	LDOPIMGM_00674	CDS	1251	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
dagK	1	1	1	1	1	1	1	1	1	PIPEENFB_01825	CDS	918	2.7.1.107		Diacylglycerol kinase
dan	1	1	1	1	1	1	1	1	1	DPNJBGPE_03231	CDS	1743	3.5.1.81		D-aminoacylase
dapA	1	1	1	1	1	1	1	1	1	IOFEINNK_00622	CDS	924	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
dapB	1	1	1	1	1	1	1	1	1	EBMLHIBA_00595	CDS	747	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
dapb1	1	1	1	1	1	1	1	1	1	FOMIDEFL_00013	CDS	2139	3.4.14.-		Dipeptidyl aminopeptidase BI
dapb3	1	1	1	1	1	1	1	1	1	LJFCBDKD_00245	CDS	2067	3.4.14.-		Dipeptidyl aminopeptidase BIII
dapC	1	1	1	1	1	1	1	1	1	DNNBHHGK_02022	CDS	1173	2.6.1.17		putative N-succinyldiaminopimelate aminotransferase DapC
dapD	1	1	1	1	1	1	1	1	1	NGPGJBKC_00207	CDS	993	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
dapdh	1	1	1	1	1	1	1	1	1	NGPGJBKC_01700	CDS	984	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
dapE	1	1	1	1	1	1	1	1	1	LKFOIOBI_00270	CDS	1155	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
dapF	1	1	1	1	1	1	1	1	1	ADMANBBD_00792	CDS	990	5.1.1.7	COG0253	Diaminopimelate epimerase
dapH	1	1	1	1	1	1	1	1	1	LKFOIOBI_01237	CDS	720	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
dapL	1	1	1	1	1	1	1	1	1	LJFCBDKD_00796	CDS	1212	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
dat	1	1	1	1	1	1	1	1	1	ADMANBBD_02667	CDS	885	2.6.1.21		D-alanine aminotransferase
dauA	1	1	1	1	1	1	1	1	1	EBMLHIBA_00423	CDS	1527		COG0659	C4-dicarboxylic acid transporter DauA
dauR	1	1	1	1	1	1	1	1	1	DPNJBGPE_03233	CDS	867		COG2964	Transcriptional regulator DauR
davT	1	1	1	1	1	1	1	1	1	EBMLHIBA_00437	CDS	1362	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
dcd	1	1	1	1	1	1	1	1	1	EBMLHIBA_03202	CDS	579	3.5.4.13	COG0717	dCTP deaminase
dck	1	1	1	1	1	1	1	1	1	IGOCDMGC_02151	CDS	663	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
dcp	1	1	1	1	1	1	1	1	1	IHGJPHMH_00741	CDS	2586	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
dcsG	1	1	1	1	1	1	1	1	1	DPNJBGPE_00594	CDS	897	6.3.3.5		Cycloserine biosynthesis protein DcsG
dctA	1	1	1	1	1	1	1	1	1	FOMIDEFL_03270	CDS	1476		COG1301	C4-dicarboxylate transport protein
dctA2	1	1	1	1	1	1	1	1	1	ADMANBBD_02367	CDS	1368		COG1301	C4-dicarboxylate transport protein 2
dctM	1	1	1	1	1	1	1	1	1	MCCDGJGB_03236	CDS	2223		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
dctP	1	1	1	1	1	1	1	1	1	LDOPIMGM_00850	CDS	1044		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
dcyD	1	1	1	1	1	1	1	1	1	IFGBOHMA_00180	CDS	987	4.4.1.15	COG2515	D-cysteine desulfhydrase
ddc	1	1	1	1	1	1	1	1	1	IOFEINNK_01863	CDS	1374	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
ddl	1	1	1	1	1	1	1	1	1	GGCDANDK_00515	CDS	1116	6.3.2.4	COG1181	D-alanine--D-alanine ligase
ddpC	1	1	1	1	1	1	1	1	1	AGDBFNGI_03232	CDS	876		COG1173	putative D,D-dipeptide transport system permease protein DdpC
deaD	1	1	1	1	1	1	1	1	1	HAJKDPKL_01335	CDS	1872	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
dedA	1	1	1	1	1	1	1	1	1	GGCDANDK_01249	CDS	747		COG0586	Protein DedA
def	1	1	1	1	1	1	1	1	1	AGBMBALL_01756	CDS	567	3.5.1.88	COG0242	Peptide deformylase
def1	1	1	1	1	1	1	1	1	1	IFGBOHMA_01472	CDS	489	3.5.1.88	COG0242	Peptide deformylase 1
degA	1	1	1	1	1	1	1	1	1	JOIMIODL_00668	CDS	1020		COG1609	HTH-type transcriptional regulator DegA
degS	1	1	1	1	1	1	1	1	1	JOIMIODL_01277	CDS	1320	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
degU	1	1	1	1	1	1	1	1	1	DPNJBGPE_02339	CDS	837		COG2197	Transcriptional regulatory protein DegU
dehH1	1	1	1	1	1	1	1	1	1	MCMEOHNO_02962	CDS	789	3.8.1.3		Haloacetate dehalogenase H-1
deoA	1	1	1	1	1	1	1	1	1	LJFCBDKD_00116	CDS	1329	2.4.2.4	COG0213	Thymidine phosphorylase
deoB	1	1	1	1	1	1	1	1	1	LKFOIOBI_02683	CDS	1185	5.4.2.7		Phosphopentomutase
deoC	1	1	1	1	1	1	1	1	1	MCCDGJGB_01197	CDS	651	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
deoC1	1	1	1	1	1	1	1	1	1	BGMKIKPO_02159	CDS	663	4.1.2.4		Deoxyribose-phosphate aldolase 1
deoD	1	1	1	1	1	1	1	1	1	PIPEENFB_02695	CDS	711	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
deoR	1	1	1	1	1	1	1	1	1	AGBMBALL_00301	CDS	1008		COG2390	Deoxyribonucleoside regulator
der	1	1	1	1	1	1	1	1	1	NGPGJBKC_02984	CDS	2262		COG1160	GTPase Der
derI2	1	1	1	1	1	1	1	1	1	HAJKDPKL_03255	CDS	471	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase 2
des	1	1	1	1	1	1	1	1	1	IFGBOHMA_00064	CDS	1008	1.14.19.-	COG3239	Fatty acid desaturase
desA3	1	1	1	1	1	1	1	1	1	IOFEINNK_01746	CDS	1152	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
desK	1	1	1	1	1	1	1	1	1	DPNJBGPE_02783	CDS	1134	2.7.13.3	COG4585	Sensor histidine kinase DesK
desR	1	1	1	1	1	1	1	1	1	LJFCBDKD_01779	CDS	642		COG2197	Transcriptional regulatory protein DesR
devR	1	1	1	1	1	1	1	1	1	AGBMBALL_01350	CDS	633			DNA-binding transcriptional activator DevR/DosR
devS	1	1	1	1	1	1	1	1	1	FOMIDEFL_00735	CDS	1161	2.7.13.3		Oxygen sensor histidine kinase response regulator DevS/DosS
dgk	1	1	1	1	1	1	1	1	1	BGMKIKPO_01599	CDS	618	2.7.1.113	COG1428	Deoxyguanosine kinase
dgkA	1	1	1	1	1	1	1	1	1	HGOKLDLI_01340	CDS	336	2.7.1.66	COG0818	Undecaprenol kinase
dgoA	1	1	1	1	1	1	1	1	1	DNNBHHGK_02558	CDS	633	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
dgoD	1	1	1	1	1	1	1	1	1	ADMANBBD_00866	CDS	687	4.2.1.6	COG4948	D-galactonate dehydratase
dgs	1	1	1	1	1	1	1	1	1	HAJKDPKL_01516	CDS	1203	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
dgt	1	1	1	1	1	1	1	1	1	NGPGJBKC_00784	CDS	1359		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
