"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SEQ_341_10","SEQ_738_7","SEQ_862_5","SEQ_876_5","SEQ_900_4","SEQ_908_10","SEQ_947_12","SEQ_962_6","SEQ_BC9"
"group_1097","","putative protein","9","9","1","14","2529","","","","1652","1652","1652","FAGDNHIP_02064","BGMKIKPO_03102","HGOKLDLI_00992","IGOCDMGC_02166","LKFOIOBI_01352","MOFHFCGN_00856","IFGBOHMA_00541","PIPEENFB_00024","EPECHOLL_01452"
"sepA_2","","Extracellular elastase","9","9","1","14","2523","","","","1559","1559","1559","FAGDNHIP_02068","BGMKIKPO_03097","HGOKLDLI_00997","IGOCDMGC_02170","LKFOIOBI_01356","MOFHFCGN_00860","IFGBOHMA_00546","PIPEENFB_00019","EPECHOLL_01448"
"group_1099","","hypothetical protein","9","9","1","14","2514","","","","332","332","332","FAGDNHIP_02077","BGMKIKPO_00903","HGOKLDLI_01006","IGOCDMGC_02179","LKFOIOBI_01365","MOFHFCGN_00869","IFGBOHMA_00555","PIPEENFB_00010","EPECHOLL_01439"
"epsJ_1","","putative glycosyltransferase EpsJ","9","9","1","14","573","","","","1301","1724","1489","FAGDNHIP_00106","BGMKIKPO_00642","HGOKLDLI_00642","IGOCDMGC_01528","LKFOIOBI_00280","MOFHFCGN_02015","IFGBOHMA_00197","PIPEENFB_01620","EPECHOLL_00262"
"ntaA","","Nitrilotriacetate monooxygenase component A","9","9","1","14","2512","","","","1313","1313","1313","FAGDNHIP_02079","BGMKIKPO_00905","HGOKLDLI_01008","IGOCDMGC_02181","LKFOIOBI_01367","MOFHFCGN_00871","IFGBOHMA_00557","PIPEENFB_00008","EPECHOLL_01437"
"fabG_3","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","9","9","1","14","2511","","","","752","752","752","FAGDNHIP_02080","BGMKIKPO_00906","HGOKLDLI_01009","IGOCDMGC_02182","LKFOIOBI_01368","MOFHFCGN_00872","IFGBOHMA_00558","PIPEENFB_00007","EPECHOLL_01436"
"group_1102","","hypothetical protein","9","9","1","14","2506","","","","2612","2615","2614","FAGDNHIP_02085","BGMKIKPO_00911","HGOKLDLI_01014","IGOCDMGC_02187","LKFOIOBI_01373","MOFHFCGN_00877","IFGBOHMA_00563","PIPEENFB_00002","EPECHOLL_01431"
"xerC_2","","Tyrosine recombinase XerC","9","9","1","14","2495","","","","890","890","890","FAGDNHIP_02095","BGMKIKPO_00920","HGOKLDLI_01023","IGOCDMGC_02196","LKFOIOBI_01382","MOFHFCGN_00886","IFGBOHMA_00572","PIPEENFB_01856","EPECHOLL_01422"
"rimP","","Ribosome maturation factor RimP","9","9","1","14","2482","","","","467","467","467","FAGDNHIP_02108","BGMKIKPO_00933","HGOKLDLI_01036","IGOCDMGC_02209","LKFOIOBI_01395","MOFHFCGN_00899","IFGBOHMA_00585","PIPEENFB_01869","EPECHOLL_01409"
"pnp","","Polyribonucleotide nucleotidyltransferase","9","9","1","14","2471","","","","2030","2099","2091","FAGDNHIP_02119","BGMKIKPO_03073","HGOKLDLI_01047","IGOCDMGC_02220","LKFOIOBI_01406","MOFHFCGN_00910","IFGBOHMA_00596","PIPEENFB_01880","EPECHOLL_01398"
"nsrR","","Putative HTH-type transcriptional regulator","9","9","1","14","2762","","","","383","383","383","FAGDNHIP_02137","BGMKIKPO_01111","HGOKLDLI_01065","IGOCDMGC_02238","LKFOIOBI_01424","MOFHFCGN_00928","IFGBOHMA_00614","PIPEENFB_01898","EPECHOLL_01379"
"miaB","","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase","9","9","1","14","2766","","","","1541","1541","1541","FAGDNHIP_02140","BGMKIKPO_01114","HGOKLDLI_01068","IGOCDMGC_02241","LKFOIOBI_01427","MOFHFCGN_00931","IFGBOHMA_00617","PIPEENFB_01901","EPECHOLL_01376"
"mutL","","DNA mismatch repair protein MutL","9","9","1","14","2773","","","","1949","1949","1949","FAGDNHIP_02147","BGMKIKPO_01121","HGOKLDLI_01075","IGOCDMGC_02248","LKFOIOBI_01434","MOFHFCGN_00939","IFGBOHMA_00624","PIPEENFB_01908","EPECHOLL_01372"
"mccF","","Microcin C7 self-immunity protein MccF","9","9","1","14","2775","","","","1034","1034","1034","FAGDNHIP_02149","BGMKIKPO_01123","HGOKLDLI_01077","IGOCDMGC_02250","LKFOIOBI_01436","MOFHFCGN_00941","IFGBOHMA_00626","PIPEENFB_01910","EPECHOLL_01370"
"group_1113","","hypothetical protein","9","9","1","14","2796","","","","197","197","197","FAGDNHIP_02167","BGMKIKPO_01141","HGOKLDLI_01095","IGOCDMGC_02268","LKFOIOBI_01455","MOFHFCGN_00959","IFGBOHMA_00644","PIPEENFB_01928","EPECHOLL_01355"
"group_1114","","hypothetical protein","9","9","1","14","2799","","","","863","863","863","FAGDNHIP_02170","BGMKIKPO_01144","HGOKLDLI_01098","IGOCDMGC_02271","LKFOIOBI_01458","MOFHFCGN_00962","IFGBOHMA_00647","PIPEENFB_01931","EPECHOLL_01352"
"group_1116","","hypothetical protein","9","9","1","14","1013","","","","143","143","143","FAGDNHIP_02173","BGMKIKPO_02902","HGOKLDLI_01906","IGOCDMGC_02569","LKFOIOBI_00785","MOFHFCGN_02566","IFGBOHMA_02345","PIPEENFB_00802","EPECHOLL_02165"
"opuE","","Osmoregulated proline transporter OpuE","9","9","1","14","1018","","","","1499","1499","1499","FAGDNHIP_02178","BGMKIKPO_02899","HGOKLDLI_01903","IGOCDMGC_02566","LKFOIOBI_00782","MOFHFCGN_02569","IFGBOHMA_02342","PIPEENFB_00799","EPECHOLL_02168"
"dmoA_2","","Dimethyl-sulfide monooxygenase","9","9","1","14","1019","","","","1103","1379","1348","FAGDNHIP_02179","BGMKIKPO_02898","HGOKLDLI_01902","IGOCDMGC_02565","LKFOIOBI_00781","MOFHFCGN_02570","IFGBOHMA_02341","PIPEENFB_00798","EPECHOLL_02169"
"putP_2","","High-affinity proline transporter PutP","9","9","1","14","1024","","","","1418","1418","1418","FAGDNHIP_02184","BGMKIKPO_02893","HGOKLDLI_01897","IGOCDMGC_02560","LKFOIOBI_00776","MOFHFCGN_02575","IFGBOHMA_02336","PIPEENFB_00793","EPECHOLL_02171"
"bioB_2","","Biotin synthase","9","9","1","14","1029","","","","983","983","983","FAGDNHIP_02185","BGMKIKPO_02892","HGOKLDLI_01896","IGOCDMGC_02559","LKFOIOBI_00775","MOFHFCGN_02576","IFGBOHMA_02335","PIPEENFB_00792","EPECHOLL_02172"
"yycI","","Two-component system WalR/WalK regulatory protein YycI","9","9","1","14","4474","","","","779","800","781","FAGDNHIP_02245","BGMKIKPO_02570","HGOKLDLI_01804","IGOCDMGC_01808","LKFOIOBI_00741","MOFHFCGN_00679","IFGBOHMA_02599","PIPEENFB_01191","EPECHOLL_02219"
"hsrA","","putative transport protein HsrA","9","9","1","14","4470","","","","1406","1406","1406","FAGDNHIP_02249","BGMKIKPO_02566","HGOKLDLI_01800","IGOCDMGC_01812","LKFOIOBI_00737","MOFHFCGN_00675","IFGBOHMA_02595","PIPEENFB_01195","EPECHOLL_02223"
"group_1139","","hypothetical protein","9","9","1","14","4463","","","","911","977","969","FAGDNHIP_02258","BGMKIKPO_02557","HGOKLDLI_01791","IGOCDMGC_01821","LKFOIOBI_00728","MOFHFCGN_00666","IFGBOHMA_02585","PIPEENFB_01204","EPECHOLL_02232"
"group_1140","","hypothetical protein","9","9","1","14","4461","","","","329","329","329","FAGDNHIP_02260","BGMKIKPO_02555","HGOKLDLI_01789","IGOCDMGC_01823","LKFOIOBI_00726","MOFHFCGN_00664","IFGBOHMA_02583","PIPEENFB_01206","EPECHOLL_02234"
"gyrB","","DNA gyrase subunit B","9","9","1","14","4455","","","","1922","1922","1922","FAGDNHIP_02266","BGMKIKPO_02549","HGOKLDLI_01783","IGOCDMGC_01829","LKFOIOBI_00720","MOFHFCGN_00658","IFGBOHMA_02577","PIPEENFB_01212","EPECHOLL_02240"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","9","9","1","14","4446","","","","719","719","719","FAGDNHIP_02275","BGMKIKPO_02540","HGOKLDLI_01774","IGOCDMGC_01838","LKFOIOBI_00711","MOFHFCGN_00649","IFGBOHMA_02568","PIPEENFB_01221","EPECHOLL_02249"
"xylP","","Isoprimeverose transporter","9","9","1","14","4441","","","","1433","1433","1433","FAGDNHIP_02279","BGMKIKPO_02536","HGOKLDLI_01770","IGOCDMGC_01842","LKFOIOBI_00707","MOFHFCGN_00645","IFGBOHMA_02564","PIPEENFB_01225","EPECHOLL_02254"
"group_1144","","hypothetical protein","9","9","1","14","4440","","","","1934","1946","1935","FAGDNHIP_02280","BGMKIKPO_02535","HGOKLDLI_01769","IGOCDMGC_01843","LKFOIOBI_00706","MOFHFCGN_00644","IFGBOHMA_02563","PIPEENFB_01226","EPECHOLL_02255"
"manR_4","","Transcriptional regulator ManR","9","9","1","14","4395","","","","1883","1883","1883","FAGDNHIP_02299","BGMKIKPO_02940","HGOKLDLI_02790","IGOCDMGC_01860","LKFOIOBI_00691","MOFHFCGN_00627","IFGBOHMA_02705","PIPEENFB_02748","EPECHOLL_02270"
"srlE","","PTS system glucitol/sorbitol-specific EIIB component","9","9","1","14","4389","","","","1016","1016","1016","FAGDNHIP_02302","BGMKIKPO_02937","HGOKLDLI_02787","IGOCDMGC_01863","LKFOIOBI_00688","MOFHFCGN_00624","IFGBOHMA_02702","PIPEENFB_02751","EPECHOLL_02273"
"mtlD","","Mannitol-1-phosphate 5-dehydrogenase","9","9","1","15","114","","","","1103","1103","1103","FAGDNHIP_02317","BGMKIKPO_02182","HGOKLDLI_02834","IGOCDMGC_02654","LKFOIOBI_02658","MOFHFCGN_02687","IFGBOHMA_02738","PIPEENFB_02717","EPECHOLL_01681"
"group_1153","","hypothetical protein","9","9","1","15","109","","","","950","950","950","FAGDNHIP_02322","BGMKIKPO_02177","HGOKLDLI_02839","IGOCDMGC_02649","LKFOIOBI_02663","MOFHFCGN_02682","IFGBOHMA_02743","PIPEENFB_02712","EPECHOLL_01687"
"ylmA","","putative ABC transporter ATP-binding protein YlmA","9","9","1","15","107","","","","782","782","782","FAGDNHIP_02324","BGMKIKPO_02175","HGOKLDLI_02841","IGOCDMGC_02647","LKFOIOBI_02665","MOFHFCGN_02680","IFGBOHMA_02745","PIPEENFB_02710","EPECHOLL_01689"
"ywpJ_2","","Phosphatase YwpJ","9","9","1","15","105","","","","854","854","854","FAGDNHIP_02325","BGMKIKPO_02174","HGOKLDLI_02842","IGOCDMGC_02646","LKFOIOBI_02666","MOFHFCGN_02679","IFGBOHMA_02746","PIPEENFB_02709","EPECHOLL_01690"
"group_1157","","hypothetical protein","9","9","1","15","103","","","","731","731","731","FAGDNHIP_02327","BGMKIKPO_02172","HGOKLDLI_02844","IGOCDMGC_02644","LKFOIOBI_02668","MOFHFCGN_02677","IFGBOHMA_02748","PIPEENFB_02707","EPECHOLL_01692"
"czcD","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","9","9","1","15","102","","","","971","971","971","FAGDNHIP_02328","BGMKIKPO_02171","HGOKLDLI_02845","IGOCDMGC_02643","LKFOIOBI_02669","MOFHFCGN_02676","IFGBOHMA_02749","PIPEENFB_02706","EPECHOLL_01693"
"yhfK","","putative sugar epimerase YhfK","9","9","1","15","100","","","","656","656","656","FAGDNHIP_02330","BGMKIKPO_02169","HGOKLDLI_02847","IGOCDMGC_02641","LKFOIOBI_02671","MOFHFCGN_02674","IFGBOHMA_02751","PIPEENFB_02704","EPECHOLL_01695"
"group_1160","","hypothetical protein","9","9","1","15","97","","","","227","230","227","FAGDNHIP_02333","BGMKIKPO_02166","HGOKLDLI_02850","IGOCDMGC_02638","LKFOIOBI_02674","MOFHFCGN_02671","IFGBOHMA_02754","PIPEENFB_02701","EPECHOLL_01698"
"group_1161","","hypothetical protein","9","9","1","15","96","","","","980","980","980","FAGDNHIP_02334","BGMKIKPO_02165","HGOKLDLI_02851","IGOCDMGC_02637","LKFOIOBI_02675","MOFHFCGN_02670","IFGBOHMA_02755","PIPEENFB_02700","EPECHOLL_01699"
"group_1162","","hypothetical protein","9","9","1","15","94","","","","383","383","383","FAGDNHIP_02336","BGMKIKPO_02163","HGOKLDLI_02853","IGOCDMGC_02635","LKFOIOBI_02677","MOFHFCGN_02668","IFGBOHMA_02757","PIPEENFB_02698","EPECHOLL_01701"
"rbsK","","Ribokinase","9","9","1","15","93","","","","863","863","863","FAGDNHIP_02337","BGMKIKPO_02162","HGOKLDLI_02854","IGOCDMGC_02634","LKFOIOBI_02678","MOFHFCGN_02667","IFGBOHMA_02758","PIPEENFB_02697","EPECHOLL_01702"
"mshD_4","","Mycothiol acetyltransferase","9","9","1","15","79","","","","860","860","860","FAGDNHIP_02350","BGMKIKPO_02148","HGOKLDLI_02867","IGOCDMGC_02621","LKFOIOBI_02691","MOFHFCGN_02654","IFGBOHMA_02772","PIPEENFB_02684","EPECHOLL_01715"
"group_1165","","Putative aldehyde dehydrogenase","9","9","1","15","72","","","","1427","1493","1434","FAGDNHIP_02356","BGMKIKPO_02142","HGOKLDLI_02873","IGOCDMGC_02615","LKFOIOBI_02697","MOFHFCGN_02648","IFGBOHMA_02778","PIPEENFB_02790","EPECHOLL_01721"
"group_1166","","hypothetical protein","9","9","1","15","58","","","","350","350","350","FAGDNHIP_02369","BGMKIKPO_02709","HGOKLDLI_02885","IGOCDMGC_02603","LKFOIOBI_02709","MOFHFCGN_02636","IFGBOHMA_02790","PIPEENFB_02802","EPECHOLL_01733"
"atpH","","ATP synthase subunit delta","9","9","1","15","54","","","","539","539","539","FAGDNHIP_02373","BGMKIKPO_02713","HGOKLDLI_02889","IGOCDMGC_02599","LKFOIOBI_02713","MOFHFCGN_02632","IFGBOHMA_02794","PIPEENFB_02806","EPECHOLL_01737"
"group_1168","","hypothetical protein","9","9","1","15","49","","","","233","233","233","FAGDNHIP_02378","BGMKIKPO_02718","HGOKLDLI_02894","IGOCDMGC_02594","LKFOIOBI_02718","MOFHFCGN_02627","IFGBOHMA_02799","PIPEENFB_02811","EPECHOLL_01742"
"group_1169","","hypothetical protein","9","9","1","15","46","","","","440","440","440","FAGDNHIP_02381","BGMKIKPO_02721","HGOKLDLI_02897","IGOCDMGC_02591","LKFOIOBI_02721","MOFHFCGN_02624","IFGBOHMA_02802","PIPEENFB_02814","EPECHOLL_01745"
"manR_1","","Transcriptional regulator ManR","9","9","1","14","906","","","","2105","2108","2105","FAGDNHIP_02395","BGMKIKPO_01995","HGOKLDLI_01967","IGOCDMGC_00014","LKFOIOBI_01539","MOFHFCGN_02493","IFGBOHMA_02626","PIPEENFB_00863","EPECHOLL_02753"
"gatD","","Galactitol 1-phosphate 5-dehydrogenase","9","9","1","14","912","","","","1037","1037","1037","FAGDNHIP_02401","BGMKIKPO_01989","HGOKLDLI_01961","IGOCDMGC_00020","LKFOIOBI_01545","MOFHFCGN_02499","IFGBOHMA_02632","PIPEENFB_00857","EPECHOLL_02747"
"group_1174","","hypothetical protein","9","9","1","14","913","","","","839","839","839","FAGDNHIP_02402","BGMKIKPO_01988","HGOKLDLI_01960","IGOCDMGC_00021","LKFOIOBI_01546","MOFHFCGN_02500","IFGBOHMA_02633","PIPEENFB_00856","EPECHOLL_02744"
"group_1177","","hypothetical protein","9","9","1","14","929","","","","302","308","302","FAGDNHIP_02412","BGMKIKPO_01979","HGOKLDLI_01951","IGOCDMGC_00030","LKFOIOBI_01557","MOFHFCGN_02520","IFGBOHMA_02642","PIPEENFB_00847","EPECHOLL_02740"
"chrA","","Chromate transport protein","9","9","1","14","930","","","","1154","1154","1154","FAGDNHIP_02413","BGMKIKPO_01978","HGOKLDLI_01950","IGOCDMGC_00031","LKFOIOBI_01558","MOFHFCGN_02521","IFGBOHMA_02643","PIPEENFB_00846","EPECHOLL_02739"
"rhmA","","2-keto-3-deoxy-L-rhamnonate aldolase","9","9","1","14","965","","","","794","794","794","FAGDNHIP_02435","BGMKIKPO_01960","HGOKLDLI_01932","IGOCDMGC_00049","LKFOIOBI_01582","MOFHFCGN_02539","IFGBOHMA_02661","PIPEENFB_00828","EPECHOLL_02724"
"tetA_2","","Tetracycline resistance protein, class B","9","9","1","14","969","","","","1259","1259","1259","FAGDNHIP_02438","BGMKIKPO_01957","HGOKLDLI_01929","IGOCDMGC_00052","LKFOIOBI_01585","MOFHFCGN_02542","IFGBOHMA_02664","PIPEENFB_00825","EPECHOLL_02721"
"sbnA","","putative siderophore biosynthesis protein SbnA","9","9","1","14","972","","","","980","980","980","FAGDNHIP_02441","BGMKIKPO_01954","HGOKLDLI_01926","IGOCDMGC_02589","LKFOIOBI_01588","MOFHFCGN_02545","IFGBOHMA_02667","PIPEENFB_00822","EPECHOLL_02718"
"yfiZ_2","","putative siderophore transport system permease protein YfiZ","9","9","1","14","974","","","","995","995","995","FAGDNHIP_02443","BGMKIKPO_01451","HGOKLDLI_01924","IGOCDMGC_02587","LKFOIOBI_01590","MOFHFCGN_02547","IFGBOHMA_02669","PIPEENFB_00820","EPECHOLL_02716"
"yfhA","","putative siderophore transport system permease protein YfhA","9","9","1","14","985","","","","998","998","998","FAGDNHIP_02444","BGMKIKPO_01452","HGOKLDLI_01923","IGOCDMGC_02586","LKFOIOBI_01591","MOFHFCGN_02548","IFGBOHMA_02670","PIPEENFB_00819","EPECHOLL_02715"
"melB_2","","Melibiose carrier protein","9","9","1","14","992","","","","1388","1388","1388","FAGDNHIP_02462","BGMKIKPO_01458","HGOKLDLI_01917","IGOCDMGC_02580","LKFOIOBI_01599","MOFHFCGN_02554","IFGBOHMA_02676","PIPEENFB_00813","EPECHOLL_02708"
"cdhR","","HTH-type transcriptional regulator CdhR","9","9","1","14","993","","","","824","824","824","FAGDNHIP_02463","BGMKIKPO_01459","HGOKLDLI_01916","IGOCDMGC_02579","LKFOIOBI_01600","MOFHFCGN_02555","IFGBOHMA_02677","PIPEENFB_00812","EPECHOLL_02707"
"group_1193","","hypothetical protein","9","9","1","14","998","","","","635","635","635","FAGDNHIP_02468","BGMKIKPO_01464","HGOKLDLI_01911","IGOCDMGC_02574","LKFOIOBI_01605","MOFHFCGN_02560","IFGBOHMA_02682","PIPEENFB_00807","EPECHOLL_02702"
"group_1194","","hypothetical protein","9","9","1","14","1002","","","","182","188","187","FAGDNHIP_02471","BGMKIKPO_01467","HGOKLDLI_01908","IGOCDMGC_02571","LKFOIOBI_02724","MOFHFCGN_02563","IFGBOHMA_02685","PIPEENFB_00804","EPECHOLL_02699"
"perR","","Peroxide-responsive repressor PerR","9","9","1","14","2293","","","","458","470","466","FAGDNHIP_02473","BGMKIKPO_01534","HGOKLDLI_02742","IGOCDMGC_01933","LKFOIOBI_01956","MOFHFCGN_02127","IFGBOHMA_02029","PIPEENFB_01790","EPECHOLL_02293"
"ghrB_2","","Glyoxylate/hydroxypyruvate reductase B","9","9","1","14","2294","","","","950","950","950","FAGDNHIP_02474","BGMKIKPO_01535","HGOKLDLI_02741","IGOCDMGC_01932","LKFOIOBI_01955","MOFHFCGN_02128","IFGBOHMA_02028","PIPEENFB_01791","EPECHOLL_02294"
"bcp","","Putative peroxiredoxin bcp","9","9","1","14","2295","","","","455","455","455","FAGDNHIP_02475","BGMKIKPO_01536","HGOKLDLI_02740","IGOCDMGC_01931","LKFOIOBI_01954","MOFHFCGN_02129","IFGBOHMA_02027","PIPEENFB_01792","EPECHOLL_02295"
"mutY","","Adenine DNA glycosylase","9","9","1","14","2300","","","","1046","1046","1046","FAGDNHIP_02480","BGMKIKPO_01541","HGOKLDLI_02735","IGOCDMGC_01926","LKFOIOBI_01949","MOFHFCGN_02134","IFGBOHMA_02022","PIPEENFB_01797","EPECHOLL_02300"
"tagH_2","","Teichoic acids export ATP-binding protein TagH","9","9","1","14","2304","","","","1532","1532","1532","FAGDNHIP_02483","BGMKIKPO_01544","HGOKLDLI_02732","IGOCDMGC_01923","LKFOIOBI_01946","MOFHFCGN_02137","IFGBOHMA_02019","PIPEENFB_01800","EPECHOLL_02303"
"mgt","","Monofunctional glycosyltransferase","9","9","1","14","2307","","","","812","812","812","FAGDNHIP_02486","BGMKIKPO_01547","HGOKLDLI_02729","IGOCDMGC_01920","LKFOIOBI_01943","MOFHFCGN_02140","IFGBOHMA_02016","PIPEENFB_01803","EPECHOLL_02306"
"group_1201","","putative protein","9","9","1","14","2308","","","","518","518","518","FAGDNHIP_02487","BGMKIKPO_01548","HGOKLDLI_02728","IGOCDMGC_01919","LKFOIOBI_01942","MOFHFCGN_02141","IFGBOHMA_02015","PIPEENFB_01804","EPECHOLL_02307"
"group_1202","","Aminopeptidase 2","9","9","1","14","2311","","","","1238","1238","1238","FAGDNHIP_02490","BGMKIKPO_01551","HGOKLDLI_02725","IGOCDMGC_01916","LKFOIOBI_01939","MOFHFCGN_02144","IFGBOHMA_02012","PIPEENFB_01807","EPECHOLL_02310"
"group_1203","","hypothetical protein","9","9","1","14","2312","","","","203","203","203","FAGDNHIP_02491","BGMKIKPO_01552","HGOKLDLI_02724","IGOCDMGC_01915","LKFOIOBI_01938","MOFHFCGN_02145","IFGBOHMA_02011","PIPEENFB_01808","EPECHOLL_02311"
"group_1204","","hypothetical protein","9","9","1","14","2314","","","","284","284","284","FAGDNHIP_02493","BGMKIKPO_01554","HGOKLDLI_02722","IGOCDMGC_01913","LKFOIOBI_01936","MOFHFCGN_02147","IFGBOHMA_02009","PIPEENFB_01810","EPECHOLL_02313"
"group_1205","","hypothetical protein","9","9","1","14","2315","","","","1166","1172","1166","FAGDNHIP_02494","BGMKIKPO_01555","HGOKLDLI_02721","IGOCDMGC_01912","LKFOIOBI_01935","MOFHFCGN_02148","IFGBOHMA_02008","PIPEENFB_01811","EPECHOLL_02314"
"group_1206","","hypothetical protein","9","9","1","14","2321","","","","986","986","986","FAGDNHIP_02500","BGMKIKPO_01561","HGOKLDLI_02715","IGOCDMGC_01906","LKFOIOBI_01929","MOFHFCGN_02154","IFGBOHMA_02002","PIPEENFB_01817","EPECHOLL_02320"
"group_1207","","Putative bifunctional exonuclease/endonuclease protein","9","9","1","14","2325","","","","554","554","554","FAGDNHIP_02504","BGMKIKPO_01565","HGOKLDLI_02711","IGOCDMGC_01902","LKFOIOBI_01925","MOFHFCGN_02158","IFGBOHMA_01998","PIPEENFB_01821","EPECHOLL_02324"
"group_1208","","hypothetical protein","9","9","1","14","2327","","","","557","557","557","FAGDNHIP_02506","BGMKIKPO_01567","HGOKLDLI_02709","IGOCDMGC_01900","LKFOIOBI_01923","MOFHFCGN_02160","IFGBOHMA_01996","PIPEENFB_01823","EPECHOLL_02326"
"pcrB","","Heptaprenylglyceryl phosphate synthase","9","9","1","14","2336","","","","692","692","692","FAGDNHIP_02515","BGMKIKPO_01576","HGOKLDLI_02700","IGOCDMGC_01891","LKFOIOBI_01914","MOFHFCGN_02169","IFGBOHMA_01987","PIPEENFB_01832","EPECHOLL_02335"
"nadE","","NH(3)-dependent NAD(+) synthetase","9","9","1","14","2343","","","","821","821","821","FAGDNHIP_02521","BGMKIKPO_01582","HGOKLDLI_02694","IGOCDMGC_01885","LKFOIOBI_01908","MOFHFCGN_02175","IFGBOHMA_01981","PIPEENFB_01838","EPECHOLL_02341"
"nos","","Nitric oxide synthase oxygenase","9","9","1","14","2345","","","","1064","1064","1064","FAGDNHIP_02523","BGMKIKPO_01584","HGOKLDLI_02692","IGOCDMGC_01883","LKFOIOBI_01906","MOFHFCGN_02177","IFGBOHMA_01979","PIPEENFB_01840","EPECHOLL_02343"
"sdcS_2","","Sodium-dependent dicarboxylate transporter SdcS","9","9","1","14","2347","","","","1514","1559","1554","FAGDNHIP_02525","BGMKIKPO_01586","HGOKLDLI_02690","IGOCDMGC_01881","LKFOIOBI_01904","MOFHFCGN_02179","IFGBOHMA_01977","PIPEENFB_01842","EPECHOLL_02345"
"pfbA","","Plasmin and fibronectin-binding protein A","9","9","1","14","2348","","","","1058","1058","1058","FAGDNHIP_02526","BGMKIKPO_01587","HGOKLDLI_02689","IGOCDMGC_01880","LKFOIOBI_01903","MOFHFCGN_02180","IFGBOHMA_01976","PIPEENFB_01843","EPECHOLL_02346"
"group_1216","","Antibacterial protein 2","9","9","1","14","3345","","","","134","134","134","FAGDNHIP_02534","BGMKIKPO_00741","HGOKLDLI_00590","IGOCDMGC_02429","LKFOIOBI_01296","MOFHFCGN_00801","IFGBOHMA_01516","PIPEENFB_00079","EPECHOLL_01576"
"group_1217","","Antibacterial protein 3","9","9","1","14","3344","","","","134","134","134","FAGDNHIP_02535","BGMKIKPO_00740","HGOKLDLI_00591","IGOCDMGC_02428","LKFOIOBI_01297","MOFHFCGN_00802","IFGBOHMA_01515","PIPEENFB_00078","EPECHOLL_01575"
"group_1218","","Antibacterial protein 3","9","9","1","14","3343","","","","134","134","134","FAGDNHIP_02536","BGMKIKPO_00739","HGOKLDLI_00592","IGOCDMGC_02427","LKFOIOBI_01298","MOFHFCGN_00803","IFGBOHMA_01514","PIPEENFB_00077","EPECHOLL_01574"
"yfnB","","Putative HAD-hydrolase YfnB","9","9","1","14","3342","","","","686","686","686","FAGDNHIP_02537","BGMKIKPO_00738","HGOKLDLI_00593","IGOCDMGC_02426","LKFOIOBI_01299","MOFHFCGN_00804","IFGBOHMA_01513","PIPEENFB_00076","EPECHOLL_01573"
"bshC","","Putative cysteine ligase BshC","9","9","1","14","3340","","","","1613","1613","1613","FAGDNHIP_02539","BGMKIKPO_00736","HGOKLDLI_00595","IGOCDMGC_02424","LKFOIOBI_01301","MOFHFCGN_00806","IFGBOHMA_01511","PIPEENFB_00074","EPECHOLL_01571"
"group_1221","","Polyphenol oxidase","9","9","1","14","3330","","","","788","788","788","FAGDNHIP_02549","BGMKIKPO_00726","HGOKLDLI_00605","IGOCDMGC_02414","LKFOIOBI_01311","MOFHFCGN_00816","IFGBOHMA_01501","PIPEENFB_00064","EPECHOLL_01561"
