"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brevi_341_13.fa","Brevi_738_8.fa","Brevi_862_7.fa","Brevi_876_7.fa","Brevi_900_6.fa","Brevi_908_7.fa","Brevi_947_7.fa","Brevi_962_8.fa","Brevi_JB5.fa"
"ydhP_1","","Inner membrane transport protein YdhP","9","9","1","56","7156","","","","1247","1319","1311","AGEJDLBK_02915","MCCDGJGB_01522","GGCDANDK_01604","IHGJPHMH_02615","LDOPIMGM_01082","EBMLHIBA_02811","IOFEINNK_00241","AGDBFNGI_00700","ADMANBBD_00543"
"gyrA_1","","DNA gyrase subunit A","9","9","1","56","7139","","","","2558","2558","2558","AGEJDLBK_02927","MCCDGJGB_01510","GGCDANDK_01619","IHGJPHMH_02627","LDOPIMGM_01099","EBMLHIBA_01829","IOFEINNK_00253","AGDBFNGI_00712","ADMANBBD_00558"
"group_1147","","hypothetical protein","9","9","1","56","7136","","","","512","512","512","AGEJDLBK_02929","MCCDGJGB_01508","GGCDANDK_01621","IHGJPHMH_02629","LDOPIMGM_01101","EBMLHIBA_01827","IOFEINNK_00255","AGDBFNGI_00714","ADMANBBD_00560"
"soj","","Sporulation initiation inhibitor protein Soj","9","9","1","56","7125","","","","896","896","896","AGEJDLBK_02938","MCCDGJGB_01498","GGCDANDK_01631","IHGJPHMH_02639","LDOPIMGM_01111","EBMLHIBA_01817","IOFEINNK_00265","AGDBFNGI_00724","ADMANBBD_00570"
"mviN_1","","putative peptidoglycan biosynthesis protein MviN","9","9","1","56","7119","","","","1586","1625","1605","AGEJDLBK_02944","MCCDGJGB_01492","GGCDANDK_01637","IHGJPHMH_02645","LDOPIMGM_01117","EBMLHIBA_01811","IOFEINNK_00271","AGDBFNGI_00730","ADMANBBD_00576"
"group_115","","hypothetical protein","9","9","1","56","2491","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","254","434","361","AGEJDLBK_03552","MCCDGJGB_03801","GGCDANDK_03739","IHGJPHMH_03613","LDOPIMGM_03654","EBMLHIBA_02688","IOFEINNK_03766","AGDBFNGI_03790","ADMANBBD_00469"
"cca","","CCA-adding enzyme","9","9","1","56","7116","","","","1487","1547","1493","AGEJDLBK_02947","MCCDGJGB_01489","GGCDANDK_01640","IHGJPHMH_02648","LDOPIMGM_01120","EBMLHIBA_01808","IOFEINNK_00274","AGDBFNGI_00733","ADMANBBD_00579"
"acsA_2","","Acetyl-coenzyme A synthetase","9","9","1","56","7115","","","","1706","1706","1706","AGEJDLBK_02948","MCCDGJGB_01488","GGCDANDK_01641","IHGJPHMH_02650","LDOPIMGM_01121","EBMLHIBA_01807","IOFEINNK_00275","AGDBFNGI_00734","ADMANBBD_00580"
"rpsF","","30S ribosomal protein S6","9","9","1","56","7111","","","","290","290","290","AGEJDLBK_02951","MCCDGJGB_01485","GGCDANDK_01644","IHGJPHMH_02653","LDOPIMGM_01124","EBMLHIBA_01804","IOFEINNK_00278","AGDBFNGI_00737","ADMANBBD_00583"
"ssb_1","","Single-stranded DNA-binding protein","9","9","1","56","7110","","","","641","641","641","AGEJDLBK_02952","MCCDGJGB_01484","GGCDANDK_01645","IHGJPHMH_02654","LDOPIMGM_01125","EBMLHIBA_01803","IOFEINNK_00279","AGDBFNGI_00738","ADMANBBD_00584"
"group_1157","","tRNA-SeC(tca)","9","9","1","56","7052","","","","94","94","94","AGEJDLBK_02991","MCCDGJGB_01444","GGCDANDK_01684","IHGJPHMH_02684","LDOPIMGM_01163","EBMLHIBA_01764","IOFEINNK_00340","AGDBFNGI_03670","ADMANBBD_00623"
"group_1159","","hypothetical protein","9","9","1","56","7044","","","","584","599","597","AGEJDLBK_02997","MCCDGJGB_01438","GGCDANDK_01690","IHGJPHMH_02690","LDOPIMGM_01169","EBMLHIBA_01758","IOFEINNK_00346","AGDBFNGI_03676","ADMANBBD_00629"
"group_1160","","putative protein","9","9","1","56","7039","","","","392","1169","1082","AGEJDLBK_03002","MCCDGJGB_01434","GGCDANDK_01694","IHGJPHMH_02694","LDOPIMGM_01173","EBMLHIBA_01754","IOFEINNK_00350","AGDBFNGI_03680","ADMANBBD_00633"
"group_1161","","putative FAD-linked oxidoreductase","9","9","1","56","7034","","","","1421","1421","1421","AGEJDLBK_03007","MCCDGJGB_01429","GGCDANDK_01699","IHGJPHMH_02699","LDOPIMGM_01178","EBMLHIBA_01749","IOFEINNK_00355","AGDBFNGI_03685","ADMANBBD_00638"
"group_1162","","putative FAD-linked oxidoreductase","9","9","1","56","1517","","","","1403","1403","1403","AGEJDLBK_03015","MCCDGJGB_02335","GGCDANDK_00120","IHGJPHMH_00736","LDOPIMGM_01436","EBMLHIBA_01053","IOFEINNK_02109","AGDBFNGI_03253","ADMANBBD_01249"
"uao","","Uric acid degradation bifunctional protein","9","9","1","56","1507","","","","494","494","494","AGEJDLBK_03025","MCCDGJGB_02325","GGCDANDK_00130","IHGJPHMH_00726","LDOPIMGM_01446","EBMLHIBA_01063","IOFEINNK_02119","AGDBFNGI_03263","ADMANBBD_01259"
"tadA","","tRNA-specific adenosine deaminase","9","9","1","56","1492","","","","446","464","448","AGEJDLBK_03041","MCCDGJGB_02309","GGCDANDK_00146","IHGJPHMH_00710","LDOPIMGM_01462","EBMLHIBA_00506","IOFEINNK_02135","AGDBFNGI_03279","ADMANBBD_01275"
"levS","","hypothetical protein","9","9","1","56","1486","","","","1931","1967","1944","AGEJDLBK_03047","MCCDGJGB_02302","GGCDANDK_00152","IHGJPHMH_00704","LDOPIMGM_01468","EBMLHIBA_00500","IOFEINNK_02141","AGDBFNGI_03285","ADMANBBD_01281"
"mobA_3","","3-hydroxybenzoate 4-monooxygenase","9","9","1","56","1476","","","","1901","1901","1901","AGEJDLBK_03057","MCCDGJGB_02292","GGCDANDK_00160","IHGJPHMH_00694","LDOPIMGM_01476","EBMLHIBA_00490","IOFEINNK_02151","AGDBFNGI_03295","ADMANBBD_01291"
"putA","","Bifunctional protein PutA","9","9","1","56","1466","","","","3590","3590","3590","AGEJDLBK_03063","MCCDGJGB_02286","GGCDANDK_00166","IHGJPHMH_00688","LDOPIMGM_01482","EBMLHIBA_00484","IOFEINNK_02157","AGDBFNGI_03301","ADMANBBD_01297"
"thcA_1","","EPTC-inducible aldehyde dehydrogenase","9","9","1","56","1534","","","","1523","1523","1523","AGEJDLBK_03098","MCCDGJGB_02348","GGCDANDK_00106","IHGJPHMH_00749","LDOPIMGM_01423","EBMLHIBA_01040","IOFEINNK_02096","AGDBFNGI_03240","ADMANBBD_01236"
"group_1179","","hypothetical protein","9","9","1","56","1535","","","","419","419","419","AGEJDLBK_03099","MCCDGJGB_02349","GGCDANDK_00105","IHGJPHMH_00750","LDOPIMGM_01422","EBMLHIBA_01039","IOFEINNK_02095","AGDBFNGI_03239","ADMANBBD_01235"
"group_1180","","hypothetical protein","9","9","1","56","6945","","","","380","431","414","AGEJDLBK_03125","MCCDGJGB_01381","GGCDANDK_00640","IHGJPHMH_02835","LDOPIMGM_03310","EBMLHIBA_01835","IOFEINNK_03703","AGDBFNGI_02124","ADMANBBD_00053"
"group_1181","","hypothetical protein","9","9","1","56","6947","","","","407","704","671","AGEJDLBK_03127","MCCDGJGB_01383","GGCDANDK_00642","IHGJPHMH_02833","LDOPIMGM_03308","EBMLHIBA_01837","IOFEINNK_03701","AGDBFNGI_02122","ADMANBBD_00051"
"kynU","","Kynureninase","9","9","1","56","6949","","","","1265","1265","1265","AGEJDLBK_03129","MCCDGJGB_01385","GGCDANDK_00644","IHGJPHMH_02831","LDOPIMGM_03306","EBMLHIBA_01839","IOFEINNK_02979","AGDBFNGI_02120","ADMANBBD_00049"
"stcD","","putative N-methylproline demethylase","9","9","1","56","7000","","","","2066","2093","2069","AGEJDLBK_03160","MCCDGJGB_01415","GGCDANDK_00674","IHGJPHMH_02789","LDOPIMGM_03273","EBMLHIBA_01879","IOFEINNK_02927","AGDBFNGI_02063","ADMANBBD_00016"
"group_1187","","2-haloacrylate reductase","9","9","1","56","7001","","","","959","959","959","AGEJDLBK_03166","MCCDGJGB_01416","GGCDANDK_00675","IHGJPHMH_02788","LDOPIMGM_03272","EBMLHIBA_01880","IOFEINNK_02926","AGDBFNGI_02062","ADMANBBD_00015"
"kshB","","3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component","9","9","1","56","7003","","","","1229","1238","1237","AGEJDLBK_03168","MCCDGJGB_01418","GGCDANDK_00677","IHGJPHMH_02786","LDOPIMGM_03270","EBMLHIBA_01882","IOFEINNK_02924","AGDBFNGI_02060","ADMANBBD_00013"
"lipL","","Octanoyl-[GcvH]:protein N-octanoyltransferase","9","9","1","56","1642","","","","710","734","731","AGEJDLBK_03201","MCCDGJGB_02440","GGCDANDK_00013","IHGJPHMH_00841","LDOPIMGM_01332","EBMLHIBA_00948","IOFEINNK_02005","AGDBFNGI_03145","ADMANBBD_02887"
"psaA","","Manganese ABC transporter substrate-binding lipoprotein","9","9","1","56","1595","","","","1031","1031","1031","AGEJDLBK_03233","MCCDGJGB_02407","GGCDANDK_00047","IHGJPHMH_00808","LDOPIMGM_01364","EBMLHIBA_00980","IOFEINNK_02037","AGDBFNGI_03177","ADMANBBD_01174"
"group_1195","","hypothetical protein","9","9","1","56","1587","","","","188","188","188","AGEJDLBK_03241","MCCDGJGB_02399","GGCDANDK_00055","IHGJPHMH_00800","LDOPIMGM_01372","EBMLHIBA_00988","IOFEINNK_02045","AGDBFNGI_03185","ADMANBBD_01182"
"group_1196","","hypothetical protein","9","9","1","56","1565","","","","614","701","662","AGEJDLBK_03263","MCCDGJGB_02377","GGCDANDK_00077","IHGJPHMH_00778","LDOPIMGM_01394","EBMLHIBA_01010","IOFEINNK_02067","AGDBFNGI_03207","ADMANBBD_01204"
"yraA","","Putative cysteine protease YraA","9","9","1","56","1564","","","","533","533","533","AGEJDLBK_03264","MCCDGJGB_02376","GGCDANDK_00078","IHGJPHMH_00777","LDOPIMGM_01395","EBMLHIBA_01011","IOFEINNK_02068","AGDBFNGI_03208","ADMANBBD_01205"
"msuD","","Methanesulfonate monooxygenase","9","9","1","56","1562","","","","383","527","511","AGEJDLBK_03266","MCCDGJGB_02374","GGCDANDK_00080","IHGJPHMH_00775","LDOPIMGM_01397","EBMLHIBA_01014","IOFEINNK_02070","AGDBFNGI_03210","ADMANBBD_01207"
"pcaH","","Protocatechuate 3,4-dioxygenase beta chain","9","9","1","56","5039","","","","800","800","800","AGEJDLBK_03301","MCCDGJGB_02252","GGCDANDK_00187","IHGJPHMH_00650","LDOPIMGM_01516","EBMLHIBA_00452","IOFEINNK_02189","AGDBFNGI_02692","ADMANBBD_01332"
"ybaK_2","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","9","9","1","56","5007","","","","500","500","500","AGEJDLBK_03313","MCCDGJGB_02235","GGCDANDK_03602","IHGJPHMH_00638","LDOPIMGM_01541","EBMLHIBA_00435","IOFEINNK_02214","AGDBFNGI_02704","ADMANBBD_01344"
"group_1209","","tRNA-Phe(gaa)","9","9","1","56","5002","","","","73","75","74","AGEJDLBK_03317","MCCDGJGB_02231","GGCDANDK_03598","IHGJPHMH_00634","LDOPIMGM_01545","EBMLHIBA_00431","IOFEINNK_02218","AGDBFNGI_02708","ADMANBBD_01348"
"cycA","","hypothetical protein","9","9","1","56","4941","","","","1496","1496","1496","AGEJDLBK_03334","MCCDGJGB_02205","GGCDANDK_02848","IHGJPHMH_00600","LDOPIMGM_01563","EBMLHIBA_00396","IOFEINNK_02236","AGDBFNGI_02726","ADMANBBD_01368"
"alkJ","","Alcohol dehydrogenase [acceptor]","9","9","1","56","4935","","","","1451","1601","1567","AGEJDLBK_03339","MCCDGJGB_02199","GGCDANDK_02854","IHGJPHMH_00594","LDOPIMGM_01569","EBMLHIBA_00390","IOFEINNK_02242","AGDBFNGI_02731","ADMANBBD_01374"
"iolS_2","","Aldo-keto reductase IolS","9","9","1","56","4929","","","","950","950","950","AGEJDLBK_03343","MCCDGJGB_02193","GGCDANDK_02860","IHGJPHMH_00590","LDOPIMGM_01575","EBMLHIBA_00384","IOFEINNK_02246","AGDBFNGI_02735","ADMANBBD_01378"
"bacC_2","","Dihydroanticapsin 7-dehydrogenase","9","9","1","56","4925","","","","800","800","800","AGEJDLBK_03347","MCCDGJGB_02189","GGCDANDK_02864","IHGJPHMH_00586","LDOPIMGM_01579","EBMLHIBA_00380","IOFEINNK_02250","AGDBFNGI_02739","ADMANBBD_01382"
"katA","","Catalase","9","9","1","56","4920","","","","1487","1487","1487","AGEJDLBK_03352","MCCDGJGB_02184","GGCDANDK_02869","IHGJPHMH_00581","LDOPIMGM_01584","EBMLHIBA_03067","IOFEINNK_02255","AGDBFNGI_02744","ADMANBBD_01387"
"group_1222","","hypothetical protein","9","9","1","56","4907","","","","815","815","815","AGEJDLBK_03365","MCCDGJGB_02171","GGCDANDK_02882","IHGJPHMH_03668","LDOPIMGM_01597","EBMLHIBA_03054","IOFEINNK_02268","AGDBFNGI_02757","ADMANBBD_01400"
"purD","","Phosphoribosylamine--glycine ligase","9","9","1","56","4895","","","","2276","2342","2283","AGEJDLBK_03375","MCCDGJGB_02161","GGCDANDK_02892","IHGJPHMH_03658","LDOPIMGM_01607","EBMLHIBA_03044","IOFEINNK_02278","AGDBFNGI_02767","ADMANBBD_01410"
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","9","9","1","56","4886","","","","737","737","737","AGEJDLBK_03384","MCCDGJGB_02152","GGCDANDK_02901","IHGJPHMH_03649","LDOPIMGM_01616","EBMLHIBA_03035","IOFEINNK_02287","AGDBFNGI_02776","ADMANBBD_01419"
"nrdE1_2","","Ribonucleoside-diphosphate reductase subunit alpha 1","9","9","1","56","3642","","","","2156","2156","2156","AGEJDLBK_03389","MCCDGJGB_03742","GGCDANDK_03182","IHGJPHMH_01693","LDOPIMGM_01197","EBMLHIBA_03610","IOFEINNK_03592","AGDBFNGI_02971","ADMANBBD_01895"
"mntB_3","","Manganese transport system membrane protein MntB","9","9","1","56","3630","","","","893","893","893","AGEJDLBK_03394","MCCDGJGB_03747","GGCDANDK_03187","IHGJPHMH_01698","LDOPIMGM_03229","EBMLHIBA_03605","IOFEINNK_03597","AGDBFNGI_02966","ADMANBBD_01890"
"srpR","","HTH-type transcriptional regulator SrpR","9","9","1","56","4458","","","","521","557","553","AGEJDLBK_03497","MCCDGJGB_03423","GGCDANDK_02041","IHGJPHMH_02723","LDOPIMGM_03611","EBMLHIBA_03337","IOFEINNK_02742","AGDBFNGI_03412","ADMANBBD_03426"
"group_1251","","Multidrug transporter","9","9","1","56","4438","","","","314","314","314","AGEJDLBK_03510","MCCDGJGB_03436","GGCDANDK_02922","IHGJPHMH_02710","LDOPIMGM_03598","EBMLHIBA_03350","IOFEINNK_02729","AGDBFNGI_03429","ADMANBBD_03413"
"metE_2","","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","9","9","1","56","4431","","","","1229","1229","1229","AGEJDLBK_03516","MCCDGJGB_03441","GGCDANDK_02928","IHGJPHMH_02704","LDOPIMGM_03592","EBMLHIBA_03356","IOFEINNK_02723","AGDBFNGI_03435","ADMANBBD_03407"
"group_1254","","Epimerase family protein","9","9","1","56","4425","","","","1001","1001","1001","AGEJDLBK_03520","MCCDGJGB_03446","GGCDANDK_02932","IHGJPHMH_02700","LDOPIMGM_03588","EBMLHIBA_03360","IOFEINNK_02718","AGDBFNGI_03439","ADMANBBD_03403"
"group_1255","","hypothetical protein","9","9","1","56","5615","","","","518","518","518","AGEJDLBK_03529","MCCDGJGB_02576","GGCDANDK_02034","IHGJPHMH_00987","LDOPIMGM_01206","EBMLHIBA_00813","IOFEINNK_03717","AGDBFNGI_03782","ADMANBBD_02761"
"hipO_5","","Hippurate hydrolase","9","9","1","56","5616","","","","1205","1205","1205","AGEJDLBK_03530","MCCDGJGB_02577","GGCDANDK_02035","IHGJPHMH_00988","LDOPIMGM_01205","EBMLHIBA_00812","IOFEINNK_03716","AGDBFNGI_03783","ADMANBBD_02760"
"group_1257","","hypothetical protein","9","9","1","56","5617","","","","1172","1172","1172","AGEJDLBK_03531","MCCDGJGB_02578","GGCDANDK_02036","IHGJPHMH_00989","LDOPIMGM_01204","EBMLHIBA_00811","IOFEINNK_03715","AGDBFNGI_03784","ADMANBBD_02759"
"group_1259","","hypothetical protein","9","9","1","56","4880","","","","863","965","953","AGEJDLBK_03540","MCCDGJGB_02146","GGCDANDK_02907","IHGJPHMH_03741","LDOPIMGM_01622","EBMLHIBA_03029","IOFEINNK_01494","AGDBFNGI_03584","ADMANBBD_03687"
"comEA","","ComE operon protein 1","9","9","1","56","340","","","","908","926","911","AGEJDLBK_00773","MCCDGJGB_00380","GGCDANDK_01257","IHGJPHMH_01634","LDOPIMGM_02536","EBMLHIBA_02244","IOFEINNK_01218","AGDBFNGI_01290","ADMANBBD_03237"
"sdcS","","Sodium-dependent dicarboxylate transporter SdcS","9","9","1","56","6293","","","","1541","1619","1602","AGEJDLBK_00278","MCCDGJGB_02971","GGCDANDK_02309","IHGJPHMH_01312","LDOPIMGM_02250","EBMLHIBA_01333","IOFEINNK_03195","AGDBFNGI_00240","ADMANBBD_02284"
"group_129","","hypothetical protein","9","9","1","56","6329","","","","584","887","710","AGEJDLBK_00298","MCCDGJGB_02952","GGCDANDK_02328","IHGJPHMH_03778","LDOPIMGM_02970","EBMLHIBA_01313","IOFEINNK_03214","AGDBFNGI_00269","ADMANBBD_02160"
"stkP","","Serine/threonine-protein kinase StkP","9","9","1","56","7120","","","","2537","2606","2575","AGEJDLBK_02943","MCCDGJGB_01493","GGCDANDK_01636","IHGJPHMH_02644","LDOPIMGM_01116","EBMLHIBA_01812","IOFEINNK_00270","AGDBFNGI_00729","ADMANBBD_00575"
"prmC_2","","Release factor glutamine methyltransferase","9","9","1","56","5746","","","","803","806","804","AGEJDLBK_00539","MCCDGJGB_00836","GGCDANDK_00465","IHGJPHMH_02236","LDOPIMGM_02044","EBMLHIBA_00625","IOFEINNK_03054","AGDBFNGI_01679","ADMANBBD_00726"
"group_1331","","hypothetical protein","9","9","1","56","3016","","","","1268","1310","1279","AGEJDLBK_01727","MCCDGJGB_01726","GGCDANDK_03339","IHGJPHMH_00043","LDOPIMGM_00627","EBMLHIBA_00145","IOFEINNK_01599","AGDBFNGI_02995","ADMANBBD_01735"
"group_135","","putative membrane protein","9","9","1","56","6371","","","","665","803","741","AGEJDLBK_01043","MCCDGJGB_02920","GGCDANDK_02826","IHGJPHMH_03326","LDOPIMGM_02937","EBMLHIBA_01281","IOFEINNK_03247","AGDBFNGI_00300","ADMANBBD_02128"
"folP1","","Dihydropteroate synthase","9","9","1","56","5508","","","","866","902","883","AGEJDLBK_00407","MCCDGJGB_02486","GGCDANDK_01946","IHGJPHMH_00900","LDOPIMGM_01293","EBMLHIBA_00900","IOFEINNK_01964","AGDBFNGI_03106","ADMANBBD_02848"
"group_136","","hypothetical protein","9","9","1","56","6382","","","","629","728","672","AGEJDLBK_01054","MCCDGJGB_02909","GGCDANDK_02815","IHGJPHMH_03337","LDOPIMGM_02926","EBMLHIBA_01270","IOFEINNK_03258","AGDBFNGI_00311","ADMANBBD_02117"
"arnT","","Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase","9","9","1","56","5931","","","","2075","2105","2095","AGEJDLBK_02209","MCCDGJGB_02824","GGCDANDK_03460","IHGJPHMH_01367","LDOPIMGM_03020","EBMLHIBA_00742","IOFEINNK_02852","AGDBFNGI_01992","ADMANBBD_03620"
"group_137","","hypothetical protein","9","9","1","56","6129","","","","1244","1292","1250","AGEJDLBK_01146","MCCDGJGB_02642","GGCDANDK_02741","IHGJPHMH_02981","LDOPIMGM_02841","EBMLHIBA_01185","IOFEINNK_01672","AGDBFNGI_00403","ADMANBBD_01476"
"group_138","","hypothetical protein","9","9","1","56","6128","","","","563","578","568","AGEJDLBK_01147","MCCDGJGB_02643","GGCDANDK_02740","IHGJPHMH_02980","LDOPIMGM_02840","EBMLHIBA_01184","IOFEINNK_01673","AGDBFNGI_00404","ADMANBBD_01477"
"group_1383","","hypothetical protein","9","9","1","56","4455","","","","1550","1553","1550","AGEJDLBK_03499","MCCDGJGB_03425","GGCDANDK_02911","IHGJPHMH_02721","LDOPIMGM_03609","EBMLHIBA_03339","IOFEINNK_02740","AGDBFNGI_03418","ADMANBBD_03424"
"group_139","","hypothetical protein","9","9","1","56","6127","","","","884","1142","1113","AGEJDLBK_01148","MCCDGJGB_02644","GGCDANDK_02739","IHGJPHMH_02979","LDOPIMGM_02839","EBMLHIBA_01183","IOFEINNK_01674","AGDBFNGI_00405","ADMANBBD_01478"
"pepN_1","","Aminopeptidase N","9","9","1","56","2897","","","","2942","3002","2970","AGEJDLBK_02411","MCCDGJGB_01788","GGCDANDK_00940","IHGJPHMH_02123","LDOPIMGM_00570","EBMLHIBA_00207","IOFEINNK_00842","AGDBFNGI_02331","ADMANBBD_01677"
"yfiR_2","","putative HTH-type transcriptional regulator YfiR","9","9","1","56","6048","","","","404","602","558","AGEJDLBK_01219","MCCDGJGB_02712","GGCDANDK_02674","IHGJPHMH_02910","LDOPIMGM_02773","EBMLHIBA_01117","IOFEINNK_01742","AGDBFNGI_00478","ADMANBBD_01545"
"zwf2","","Glucose-6-phosphate 1-dehydrogenase 2","9","9","1","56","5162","","","","1193","1481","1405","AGEJDLBK_02797","MCCDGJGB_00703","GGCDANDK_02113","IHGJPHMH_00226","LDOPIMGM_00956","EBMLHIBA_03398","IOFEINNK_00119","AGDBFNGI_00825","ADMANBBD_01071"
"troA","","Periplasmic zinc-binding protein TroA","9","9","1","56","3114","","","","941","944","941","AGEJDLBK_01647","MCCDGJGB_01646","GGCDANDK_02489","IHGJPHMH_00120","LDOPIMGM_00711","EBMLHIBA_00065","IOFEINNK_01520","AGDBFNGI_02167","ADMANBBD_01815"
"gndA","","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","9","9","1","56","3427","","","","1523","1556","1538","AGEJDLBK_01971","MCCDGJGB_01184","GGCDANDK_03030","IHGJPHMH_03440","LDOPIMGM_01719","EBMLHIBA_01646","IOFEINNK_00512","AGDBFNGI_00141","ADMANBBD_00072"
"liaS_1","","Sensor histidine kinase LiaS","9","9","1","56","3046","","","","1232","1283","1261","AGEJDLBK_01706","MCCDGJGB_01705","GGCDANDK_03318","IHGJPHMH_00064","LDOPIMGM_00648","EBMLHIBA_00124","IOFEINNK_01578","AGDBFNGI_03016","ADMANBBD_01756"
"group_145","","hypothetical protein","9","9","1","56","6041","","","","1283","2351","2232","AGEJDLBK_01225","MCCDGJGB_02718","GGCDANDK_02668","IHGJPHMH_02904","LDOPIMGM_02767","EBMLHIBA_01111","IOFEINNK_01749","AGDBFNGI_00484","ADMANBBD_03696"
"dacB","","D-alanyl-D-alanine carboxypeptidase DacB","9","9","1","56","5500","","","","1457","1475","1463","AGEJDLBK_00415","MCCDGJGB_02478","GGCDANDK_01938","IHGJPHMH_00892","LDOPIMGM_01301","EBMLHIBA_00908","IOFEINNK_01972","AGDBFNGI_03114","ADMANBBD_02856"
"lysS1","","Lysine--tRNA ligase 1","9","9","1","56","5514","","","","1559","1619","1588","AGEJDLBK_00401","MCCDGJGB_02492","GGCDANDK_01952","IHGJPHMH_00906","LDOPIMGM_01287","EBMLHIBA_00894","IOFEINNK_01958","AGDBFNGI_03100","ADMANBBD_02842"
"group_148","","Putative succinyl-CoA transferase","9","9","1","56","815","","","","560","599","577","AGEJDLBK_01395","MCCDGJGB_03636","GGCDANDK_01179","IHGJPHMH_01703","LDOPIMGM_01880","EBMLHIBA_02881","IOFEINNK_00356","AGDBFNGI_00660","ADMANBBD_03427"
"ddc_2","","L-2,4-diaminobutyrate decarboxylase","9","9","1","56","2394","","","","404","1631","914","AGEJDLBK_01408","MCCDGJGB_01112","GGCDANDK_00211","IHGJPHMH_01823","LDOPIMGM_01646","EBMLHIBA_02460","IOFEINNK_03576","AGDBFNGI_02923","ADMANBBD_01574"
"swrC_2","","Swarming motility protein SwrC","9","9","1","56","5495","","","","3710","3734","3719","AGEJDLBK_00420","MCCDGJGB_02473","GGCDANDK_01933","IHGJPHMH_00887","LDOPIMGM_01306","EBMLHIBA_00913","IOFEINNK_01977","AGDBFNGI_03119","ADMANBBD_02861"
"neuA","","N-acylneuraminate cytidylyltransferase","9","9","1","56","2420","","","","1274","1457","1296","AGEJDLBK_01432","MCCDGJGB_01090","GGCDANDK_00235","IHGJPHMH_01847","LDOPIMGM_03462","EBMLHIBA_02482","IOFEINNK_03554","AGDBFNGI_02945","ADMANBBD_01552"
"group_1511","","hypothetical protein","9","9","1","56","2551","","","","959","962","959","AGEJDLBK_00459","MCCDGJGB_00758","GGCDANDK_00383","IHGJPHMH_02163","LDOPIMGM_01966","EBMLHIBA_00547","IOFEINNK_02983","AGDBFNGI_01603","ADMANBBD_00806"
"legI","","N,N'-diacetyllegionaminic acid synthase","9","9","1","56","2431","","","","887","887","887","AGEJDLBK_01433","MCCDGJGB_01089","GGCDANDK_00236","IHGJPHMH_01848","LDOPIMGM_03463","EBMLHIBA_02483","IOFEINNK_03553","AGDBFNGI_02946","ADMANBBD_01551"
"ndhF","","Nicotinate dehydrogenase FAD-subunit","9","9","1","56","1494","","","","1478","1487","1479","AGEJDLBK_03038","MCCDGJGB_02312","GGCDANDK_00143","IHGJPHMH_00713","LDOPIMGM_01459","EBMLHIBA_01076","IOFEINNK_02132","AGDBFNGI_03276","ADMANBBD_01272"
"tri1","","Tricorn protease ","9","9","1","56","7174","","","","3296","3305","3297","AGEJDLBK_02900","MCCDGJGB_01533","GGCDANDK_01593","IHGJPHMH_02600","LDOPIMGM_01067","EBMLHIBA_02796","IOFEINNK_00230","AGDBFNGI_00685","ADMANBBD_00531"
