"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","com_341.fna","com_738.fna","com_862.fna","com_876.fna","com_900.fna","com_908.fna","com_947.fna","com_962.fna","com_JB.fna"
"group_1170","","hypothetical protein","9","9","1","2","4017","","","","743","746","745","GOJPHPBD_09520","DEIPBNHI_08703","LBLIGOHA_08493","IIFCLKFN_09588","BOFCGCOL_08779","KJABKPCK_08194","KLLDKJAP_08044","HHDJLLAI_09322","IFEKPJDH_08807"
"cstA_3","","Peptide transporter CstA","9","9","1","2","2491","","","","227","1454","1317","GOJPHPBD_09637","DEIPBNHI_10090","LBLIGOHA_09173","IIFCLKFN_09181","BOFCGCOL_08045","KJABKPCK_07895","KLLDKJAP_09944","HHDJLLAI_08641","IFEKPJDH_09687"
"immR_1","","HTH-type transcriptional regulator ImmR","9","9","1","2","2492","","","","560","560","560","GOJPHPBD_09638","DEIPBNHI_10089","LBLIGOHA_09172","IIFCLKFN_09182","BOFCGCOL_08044","KJABKPCK_07894","KLLDKJAP_09943","HHDJLLAI_08642","IFEKPJDH_09689"
"yvgN_2","","Glyoxal reductase","9","9","1","2","2500","","","","833","833","833","GOJPHPBD_09646","DEIPBNHI_10082","LBLIGOHA_09165","IIFCLKFN_09189","BOFCGCOL_08037","KJABKPCK_07887","KLLDKJAP_09936","HHDJLLAI_08649","IFEKPJDH_09697"
"group_1194","","6-deoxy-6-sulfogluconolactonase","9","9","1","2","2502","","","","923","923","923","GOJPHPBD_09648","DEIPBNHI_10080","LBLIGOHA_09163","IIFCLKFN_09191","BOFCGCOL_08035","KJABKPCK_07885","KLLDKJAP_09934","HHDJLLAI_08652","IFEKPJDH_09699"
"group_1198","","hypothetical protein","9","9","1","4","19","","","","1103","1139","1135","GOJPHPBD_09684","DEIPBNHI_09731","LBLIGOHA_10226","IIFCLKFN_09974","BOFCGCOL_09982","KJABKPCK_09892","KLLDKJAP_10121","HHDJLLAI_10105","IFEKPJDH_09134"
"ampH","","D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH","9","9","1","1","10670","","","","215","1175","1037","GOJPHPBD_06329","DEIPBNHI_05131","LBLIGOHA_04362","IIFCLKFN_06679","BOFCGCOL_03899","KJABKPCK_06789","KLLDKJAP_04734","HHDJLLAI_05353","IFEKPJDH_06327"
"yfiT","","Putative metal-dependent hydrolase YfiT","9","9","1","2","2220","","","","509","509","509","GOJPHPBD_09750","DEIPBNHI_09555","LBLIGOHA_09365","IIFCLKFN_07384","BOFCGCOL_08857","KJABKPCK_09703","KLLDKJAP_09999","HHDJLLAI_08290","IFEKPJDH_09492"
"group_1206","","hypothetical protein","9","9","1","2","2282","","","","1862","1901","1879","GOJPHPBD_09789","DEIPBNHI_09521","LBLIGOHA_09331","IIFCLKFN_07418","BOFCGCOL_08913","KJABKPCK_09751","KLLDKJAP_10033","HHDJLLAI_08256","IFEKPJDH_10156"
"btrK","","L-glutamyl-[BtrI acyl-carrier protein] decarboxylase","9","9","1","2","2284","","","","1190","1190","1190","GOJPHPBD_09791","DEIPBNHI_09519","LBLIGOHA_09329","IIFCLKFN_07420","BOFCGCOL_08915","KJABKPCK_09753","KLLDKJAP_10035","HHDJLLAI_08254","IFEKPJDH_10154"
"iucC_5","","Aerobactin synthase","9","9","1","2","2287","","","","1775","1775","1775","GOJPHPBD_09793","DEIPBNHI_09517","LBLIGOHA_09327","IIFCLKFN_07422","BOFCGCOL_08917","KJABKPCK_09755","KLLDKJAP_10037","HHDJLLAI_08252","IFEKPJDH_10152"
"tetA_4","","Tetracycline resistance protein, class B","9","9","1","2","2289","","","","1259","1259","1259","GOJPHPBD_09795","DEIPBNHI_09515","LBLIGOHA_09325","IIFCLKFN_07424","BOFCGCOL_08919","KJABKPCK_09757","KLLDKJAP_10039","HHDJLLAI_08250","IFEKPJDH_10150"
"yfiY_9","","putative siderophore-binding lipoprotein YfiY","9","9","1","2","2293","","","","860","992","977","GOJPHPBD_09799","DEIPBNHI_09013","LBLIGOHA_09321","IIFCLKFN_09917","BOFCGCOL_08923","KJABKPCK_09761","KLLDKJAP_10043","HHDJLLAI_08246","IFEKPJDH_10146"
"group_1214","","hypothetical protein","9","9","1","2","2306","","","","524","524","524","GOJPHPBD_09820","DEIPBNHI_09023","LBLIGOHA_09311","IIFCLKFN_09907","BOFCGCOL_08935","KJABKPCK_09771","KLLDKJAP_10053","HHDJLLAI_08236","IFEKPJDH_10136"
"group_1215","","hypothetical protein","9","9","1","2","2309","","","","719","719","719","GOJPHPBD_09822","DEIPBNHI_09025","LBLIGOHA_09309","IIFCLKFN_09905","BOFCGCOL_08937","KJABKPCK_09773","KLLDKJAP_10055","HHDJLLAI_08234","IFEKPJDH_10134"
"gtf1_2","","Glycosyltransferase Gtf1","9","9","1","2","2313","","","","1394","1508","1443","GOJPHPBD_09826","DEIPBNHI_09029","LBLIGOHA_09305","IIFCLKFN_09901","BOFCGCOL_10040","KJABKPCK_09777","KLLDKJAP_10059","HHDJLLAI_08230","IFEKPJDH_10130"
"group_1217","","hypothetical protein","9","9","1","2","3809","","","","194","194","194","GOJPHPBD_09931","DEIPBNHI_08279","LBLIGOHA_08047","IIFCLKFN_09716","BOFCGCOL_08676","KJABKPCK_08091","KLLDKJAP_08871","HHDJLLAI_07472","IFEKPJDH_08906"
"group_1222","","hypothetical protein","9","9","1","2","459","","","","236","236","236","GOJPHPBD_09967","DEIPBNHI_10610","LBLIGOHA_09987","IIFCLKFN_07949","BOFCGCOL_10094","KJABKPCK_09147","KLLDKJAP_07485","HHDJLLAI_09375","IFEKPJDH_10231"
"araB_2","","Ribulokinase","9","9","1","2","451","","","","1628","1628","1628","GOJPHPBD_09975","DEIPBNHI_10189","LBLIGOHA_09979","IIFCLKFN_07941","BOFCGCOL_10064","KJABKPCK_09155","KLLDKJAP_07477","HHDJLLAI_09383","IFEKPJDH_09969"
"siaQ_2","","Sialic acid TRAP transporter small permease protein SiaQ","9","9","1","2","445","","","","509","509","509","GOJPHPBD_09981","DEIPBNHI_10183","LBLIGOHA_09973","IIFCLKFN_07935","BOFCGCOL_10070","KJABKPCK_09161","KLLDKJAP_07471","HHDJLLAI_09389","IFEKPJDH_09963"
"group_1226","","Solute-binding protein","9","9","1","2","444","","","","698","1037","999","GOJPHPBD_09982","DEIPBNHI_10182","LBLIGOHA_09972","IIFCLKFN_07934","BOFCGCOL_10071","KJABKPCK_09162","KLLDKJAP_07470","HHDJLLAI_09390","IFEKPJDH_09962"
"group_1230","","hypothetical protein","9","9","1","2","3816","","","","218","563","524","GOJPHPBD_10029","DEIPBNHI_07941","LBLIGOHA_08958","IIFCLKFN_07719","BOFCGCOL_08194","KJABKPCK_08660","KLLDKJAP_09131","HHDJLLAI_08488","IFEKPJDH_07583"
"thiO_1","","Glycine oxidase","9","9","1","1","1648","","","","1196","1226","1220","GOJPHPBD_01872","DEIPBNHI_00037","LBLIGOHA_00789","IIFCLKFN_01072","BOFCGCOL_00008","KJABKPCK_01545","KLLDKJAP_02093","HHDJLLAI_00065","IFEKPJDH_01663"
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase","9","9","1","1","12085","","","","2021","2075","2049","GOJPHPBD_02649","DEIPBNHI_02686","LBLIGOHA_03631","IIFCLKFN_03130","BOFCGCOL_03408","KJABKPCK_03352","KLLDKJAP_03383","HHDJLLAI_02661","IFEKPJDH_01623"
"group_1239","","hypothetical protein","9","9","1","1","3215","","","","1124","1178","1136","GOJPHPBD_00648","DEIPBNHI_00757","LBLIGOHA_01359","IIFCLKFN_00946","BOFCGCOL_01350","KJABKPCK_02327","KLLDKJAP_02410","HHDJLLAI_03463","IFEKPJDH_00583"
"ponA1_1","","Penicillin-binding protein 1A","9","9","1","1","2005","","","","2537","2573","2560","GOJPHPBD_02846","DEIPBNHI_01099","LBLIGOHA_00907","IIFCLKFN_03203","BOFCGCOL_02695","KJABKPCK_03109","KLLDKJAP_02532","HHDJLLAI_01939","IFEKPJDH_00152"
"dinB_2","","DNA polymerase IV","9","9","1","1","3397","","","","167","1868","1664","GOJPHPBD_03438","DEIPBNHI_01725","LBLIGOHA_02694","IIFCLKFN_02346","BOFCGCOL_01943","KJABKPCK_03430","KLLDKJAP_03165","HHDJLLAI_01580","IFEKPJDH_03006"
"ispB","","Octaprenyl diphosphate synthase","9","9","1","1","2810","","","","1145","1319","1251","GOJPHPBD_00463","DEIPBNHI_01808","LBLIGOHA_02350","IIFCLKFN_00881","BOFCGCOL_02795","KJABKPCK_03261","KLLDKJAP_02261","HHDJLLAI_00666","IFEKPJDH_02474"
"pdhC_1","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","9","9","1","1","11026","","","","350","1583","1422","GOJPHPBD_00240","DEIPBNHI_02513","LBLIGOHA_02457","IIFCLKFN_01187","BOFCGCOL_02982","KJABKPCK_01905","KLLDKJAP_01227","HHDJLLAI_02068","IFEKPJDH_02126"
"group_1255","","hypothetical protein","9","9","1","3","5","","","","1253","1307","1276","GOJPHPBD_01947","DEIPBNHI_03486","LBLIGOHA_02869","IIFCLKFN_02293","BOFCGCOL_00079","KJABKPCK_00266","KLLDKJAP_00013","HHDJLLAI_02496","IFEKPJDH_01764"
"group_1256","","hypothetical protein","9","9","1","1","261","","","","509","1364","1126","GOJPHPBD_03505","DEIPBNHI_03594","LBLIGOHA_03032","IIFCLKFN_03437","BOFCGCOL_02295","KJABKPCK_03524","KLLDKJAP_03584","HHDJLLAI_02972","IFEKPJDH_02843"
"citN_1","","Citrate transporter","9","9","1","1","4898","","","","1490","1508","1496","GOJPHPBD_04299","DEIPBNHI_04542","LBLIGOHA_04063","IIFCLKFN_05752","BOFCGCOL_05634","KJABKPCK_04124","KLLDKJAP_06645","HHDJLLAI_05217","IFEKPJDH_04357"
"puuP_3","","Putrescine importer PuuP","9","9","1","1","9082","","","","938","1409","1326","GOJPHPBD_06982","DEIPBNHI_05178","LBLIGOHA_04328","IIFCLKFN_06342","BOFCGCOL_06905","KJABKPCK_05431","KLLDKJAP_06553","HHDJLLAI_05639","IFEKPJDH_03587"
"group_1305","","putative protein","9","9","1","1","7651","","","","2285","2342","2324","GOJPHPBD_06225","DEIPBNHI_05540","LBLIGOHA_04582","IIFCLKFN_05688","BOFCGCOL_04207","KJABKPCK_03750","KLLDKJAP_04481","HHDJLLAI_05911","IFEKPJDH_05263"
"group_1309","","hypothetical protein","9","9","1","1","6161","","","","1709","1748","1726","GOJPHPBD_07355","DEIPBNHI_05906","LBLIGOHA_06549","IIFCLKFN_07307","BOFCGCOL_05253","KJABKPCK_06576","KLLDKJAP_05124","HHDJLLAI_07163","IFEKPJDH_07273"
"nreB_7","","Oxygen sensor histidine kinase NreB","9","9","1","2","1742","","","","299","1034","918","GOJPHPBD_07639","DEIPBNHI_10044","LBLIGOHA_08189","IIFCLKFN_08752","BOFCGCOL_07753","KJABKPCK_07787","KLLDKJAP_07748","HHDJLLAI_08899","IFEKPJDH_07775"
"group_1363","","hypothetical protein","9","9","1","1","11736","","","","578","599","585","GOJPHPBD_01135","DEIPBNHI_00587","LBLIGOHA_02093","IIFCLKFN_00601","BOFCGCOL_01079","KJABKPCK_00821","KLLDKJAP_00625","HHDJLLAI_01131","IFEKPJDH_02501"
"yclQ_2","","putative ABC transporter solute-binding protein YclQ","9","9","1","1","2785","","","","1007","1142","1115","GOJPHPBD_00438","DEIPBNHI_01783","LBLIGOHA_02325","IIFCLKFN_00856","BOFCGCOL_02820","KJABKPCK_02508","KLLDKJAP_03112","HHDJLLAI_00641","IFEKPJDH_01271"
"rpsR2_1","","30S ribosomal protein S18 2","9","9","1","1","2019","","","","236","236","236","GOJPHPBD_02832","DEIPBNHI_01112","LBLIGOHA_00920","IIFCLKFN_03189","BOFCGCOL_02682","KJABKPCK_03123","KLLDKJAP_02518","HHDJLLAI_01928","IFEKPJDH_00167"
"group_13668","","hypothetical protein","9","9","1","1","1752","","","","419","419","419","GOJPHPBD_01780","DEIPBNHI_00129","LBLIGOHA_01084","IIFCLKFN_01955","BOFCGCOL_00261","KJABKPCK_01638","KLLDKJAP_02001","HHDJLLAI_01055","IFEKPJDH_01190"
"glnQ_2","","Glutamine transport ATP-binding protein GlnQ","9","9","1","1","11606","","","","797","797","797","GOJPHPBD_01026","DEIPBNHI_00478","LBLIGOHA_01984","IIFCLKFN_00490","BOFCGCOL_01188","KJABKPCK_00710","KLLDKJAP_02938","HHDJLLAI_02248","IFEKPJDH_02943"
"group_1367","","hypothetical protein","9","9","1","3","62","","","","1958","2012","1994","GOJPHPBD_02004","DEIPBNHI_03428","LBLIGOHA_02811","IIFCLKFN_02236","BOFCGCOL_00136","KJABKPCK_00324","KLLDKJAP_00070","HHDJLLAI_02438","IFEKPJDH_01300"
"sufC_1","","Vegetative protein 296","9","9","1","1","2486","","","","761","761","761","GOJPHPBD_01296","DEIPBNHI_02422","LBLIGOHA_02294","IIFCLKFN_03072","BOFCGCOL_02054","KJABKPCK_01369","KLLDKJAP_02689","HHDJLLAI_01756","IFEKPJDH_02747"
"rpmI_1","","50S ribosomal protein L35","9","9","1","1","2194","","","","194","194","194","GOJPHPBD_02187","DEIPBNHI_02266","LBLIGOHA_03357","IIFCLKFN_03105","BOFCGCOL_03376","KJABKPCK_02442","KLLDKJAP_02172","HHDJLLAI_03025","IFEKPJDH_03352"
"group_13672","","hypothetical protein","9","9","1","1","10358","","","","515","515","515","GOJPHPBD_04951","DEIPBNHI_06394","LBLIGOHA_06393","IIFCLKFN_06547","BOFCGCOL_06482","KJABKPCK_04733","KLLDKJAP_05303","HHDJLLAI_03977","IFEKPJDH_05055"
"trxC_1","","Putative thioredoxin 2","9","9","1","1","2425","","","","374","374","374","GOJPHPBD_01357","DEIPBNHI_02361","LBLIGOHA_02233","IIFCLKFN_03011","BOFCGCOL_01993","KJABKPCK_01308","KLLDKJAP_02628","HHDJLLAI_01695","IFEKPJDH_00948"
"rplS_3","","50S ribosomal protein L19","9","9","1","2","3776","","","","350","350","350","GOJPHPBD_09449","DEIPBNHI_08488","LBLIGOHA_08423","IIFCLKFN_09518","BOFCGCOL_08709","KJABKPCK_08123","KLLDKJAP_07974","HHDJLLAI_07440","IFEKPJDH_08874"
"log_1","","Cytokinin riboside 5'-monophosphate phosphoribohydrolase","9","9","1","1","11420","","","","737","737","737","GOJPHPBD_02534","DEIPBNHI_01349","LBLIGOHA_00493","IIFCLKFN_01600","BOFCGCOL_00795","KJABKPCK_01106","KLLDKJAP_00908","HHDJLLAI_01331","IFEKPJDH_00208"
"group_13676","","hypothetical protein","9","9","1","3","19","","","","269","269","269","GOJPHPBD_01960","DEIPBNHI_03473","LBLIGOHA_02856","IIFCLKFN_02280","BOFCGCOL_00092","KJABKPCK_00279","KLLDKJAP_00026","HHDJLLAI_02483","IFEKPJDH_01344"
"prs_3","","Ribose-phosphate pyrophosphokinase","9","9","1","5","21","","","","965","965","965","GOJPHPBD_08059","DEIPBNHI_09582","LBLIGOHA_09902","IIFCLKFN_08277","BOFCGCOL_09794","KJABKPCK_10061","KLLDKJAP_09615","HHDJLLAI_10051","IFEKPJDH_09822"
"group_13678","","hypothetical protein","9","9","1","1","471","","","","1022","1022","1022","GOJPHPBD_02265","DEIPBNHI_00844","LBLIGOHA_02599","IIFCLKFN_01303","BOFCGCOL_02417","KJABKPCK_02168","KLLDKJAP_02827","HHDJLLAI_00551","IFEKPJDH_01163"
"group_13679","","hypothetical protein","9","9","1","1","11701","","","","557","557","557","GOJPHPBD_01101","DEIPBNHI_00553","LBLIGOHA_02059","IIFCLKFN_00567","BOFCGCOL_01113","KJABKPCK_00787","KLLDKJAP_00591","HHDJLLAI_01165","IFEKPJDH_03246"
"metQ_2","","Methionine-binding lipoprotein MetQ","9","9","1","1","1539","","","","542","857","812","GOJPHPBD_03555","DEIPBNHI_00326","LBLIGOHA_03185","IIFCLKFN_02702","BOFCGCOL_02578","KJABKPCK_01454","KLLDKJAP_02334","HHDJLLAI_03384","IFEKPJDH_02606"
"group_13680","","Protein","9","9","1","1","8359","","","","353","353","353","GOJPHPBD_03811","DEIPBNHI_03897","LBLIGOHA_05870","IIFCLKFN_06829","BOFCGCOL_05936","KJABKPCK_06396","KLLDKJAP_05092","HHDJLLAI_07276","IFEKPJDH_06585"
"group_13681","","hypothetical protein","9","9","1","1","5882","","","","191","191","191","GOJPHPBD_04533","DEIPBNHI_04180","LBLIGOHA_04854","IIFCLKFN_04668","BOFCGCOL_06220","KJABKPCK_05835","KLLDKJAP_06000","HHDJLLAI_04824","IFEKPJDH_06874"
"puuC","","NADP/NAD-dependent aldehyde dehydrogenase PuuC","9","9","1","1","6495","","","","1505","1505","1505","GOJPHPBD_06861","DEIPBNHI_06051","LBLIGOHA_03803","IIFCLKFN_04256","BOFCGCOL_05107","KJABKPCK_04039","KLLDKJAP_05779","HHDJLLAI_06871","IFEKPJDH_04872"
"metK_2","","S-adenosylmethionine synthase","9","9","1","1","5734","","","","1220","1220","1220","GOJPHPBD_04650","DEIPBNHI_04067","LBLIGOHA_04971","IIFCLKFN_05132","BOFCGCOL_06105","KJABKPCK_05722","KLLDKJAP_04918","HHDJLLAI_04941","IFEKPJDH_06760"
"rpsD_3","","30S ribosomal protein S4","9","9","1","2","4445","","","","602","602","602","GOJPHPBD_08575","DEIPBNHI_09069","LBLIGOHA_08887","IIFCLKFN_07648","BOFCGCOL_08265","KJABKPCK_08590","KLLDKJAP_09202","HHDJLLAI_08417","IFEKPJDH_08325"
"scoF","","Cold shock protein ScoF","9","9","1","1","12287","","","","203","203","203","GOJPHPBD_02482","DEIPBNHI_01401","LBLIGOHA_00441","IIFCLKFN_01652","BOFCGCOL_00847","KJABKPCK_01054","KLLDKJAP_00856","HHDJLLAI_01383","IFEKPJDH_01422"
"group_13686","","hypothetical protein","9","9","1","1","177","","","","383","383","383","GOJPHPBD_03006","DEIPBNHI_03205","LBLIGOHA_01653","IIFCLKFN_02404","BOFCGCOL_02216","KJABKPCK_02596","KLLDKJAP_01800","HHDJLLAI_00358","IFEKPJDH_00858"
"regX3_3","","Sensory transduction protein regX3","9","9","1","1","7631","","","","683","683","683","GOJPHPBD_06205","DEIPBNHI_05560","LBLIGOHA_04602","IIFCLKFN_05668","BOFCGCOL_04187","KJABKPCK_03770","KLLDKJAP_04461","HHDJLLAI_05931","IFEKPJDH_05243"
"group_13688","","hypothetical protein","9","9","1","1","7743","","","","314","314","314","GOJPHPBD_05523","DEIPBNHI_05467","LBLIGOHA_06968","IIFCLKFN_03612","BOFCGCOL_04276","KJABKPCK_03678","KLLDKJAP_05219","HHDJLLAI_06590","IFEKPJDH_05332"
"group_13689","","hypothetical protein","9","9","1","1","9394","","","","302","302","302","GOJPHPBD_06644","DEIPBNHI_05361","LBLIGOHA_05802","IIFCLKFN_06098","BOFCGCOL_04637","KJABKPCK_06278","KLLDKJAP_03791","HHDJLLAI_04367","IFEKPJDH_06058"
"group_13690","","hypothetical protein","9","9","1","1","3862","","","","560","560","560","GOJPHPBD_04348","DEIPBNHI_04590","LBLIGOHA_04113","IIFCLKFN_05800","BOFCGCOL_05683","KJABKPCK_04171","KLLDKJAP_06691","HHDJLLAI_05264","IFEKPJDH_04309"
"group_13691","","putative protein","9","9","1","1","3455","","","","872","872","872","GOJPHPBD_00698","DEIPBNHI_02225","LBLIGOHA_00166","IIFCLKFN_00191","BOFCGCOL_01896","KJABKPCK_00023","KLLDKJAP_01032","HHDJLLAI_01627","IFEKPJDH_03053"
"rpmI_2","","50S ribosomal protein L35","9","9","1","1","6579","","","","206","206","206","GOJPHPBD_04261","DEIPBNHI_04505","LBLIGOHA_04024","IIFCLKFN_05720","BOFCGCOL_05598","KJABKPCK_04086","KLLDKJAP_06160","HHDJLLAI_05181","IFEKPJDH_04396"
"ylmA_3","","putative ABC transporter ATP-binding protein YlmA","9","9","1","1","8523","","","","785","785","785","GOJPHPBD_04721","DEIPBNHI_03996","LBLIGOHA_05042","IIFCLKFN_05061","BOFCGCOL_06034","KJABKPCK_05651","KLLDKJAP_04991","HHDJLLAI_05012","IFEKPJDH_06689"
"atpC_3","","ATP synthase epsilon chain","9","9","1","4","76","","","","404","404","404","GOJPHPBD_09735","DEIPBNHI_10268","LBLIGOHA_10276","IIFCLKFN_09924","BOFCGCOL_10032","KJABKPCK_09842","KLLDKJAP_10172","HHDJLLAI_10206","IFEKPJDH_09184"
"sdpB_2","","Sporulation-delaying protein SdpB","9","9","1","1","10504","","","","1109","1109","1109","GOJPHPBD_06446","DEIPBNHI_05018","LBLIGOHA_04476","IIFCLKFN_06794","BOFCGCOL_04452","KJABKPCK_06675","KLLDKJAP_04615","HHDJLLAI_05466","IFEKPJDH_06214"
"group_13696","","hypothetical protein","9","9","1","1","5904","","","","1205","1205","1205","GOJPHPBD_04512","DEIPBNHI_04202","LBLIGOHA_04833","IIFCLKFN_04647","BOFCGCOL_06242","KJABKPCK_05856","KLLDKJAP_05979","HHDJLLAI_04803","IFEKPJDH_06896"
"group_13697","","hypothetical protein","9","9","1","1","2466","","","","575","575","575","GOJPHPBD_01316","DEIPBNHI_02402","LBLIGOHA_02274","IIFCLKFN_03052","BOFCGCOL_02034","KJABKPCK_01349","KLLDKJAP_02669","HHDJLLAI_01736","IFEKPJDH_02767"
"carA_1","","Carbamoyl-phosphate synthase small chain","9","9","1","1","3501","","","","1244","1244","1244","GOJPHPBD_03376","DEIPBNHI_02170","LBLIGOHA_00221","IIFCLKFN_00246","BOFCGCOL_01841","KJABKPCK_00078","KLLDKJAP_03405","HHDJLLAI_01682","IFEKPJDH_03561"
"group_13699","","hypothetical protein","9","9","1","1","10644","","","","245","245","245","GOJPHPBD_06354","DEIPBNHI_05106","LBLIGOHA_04387","IIFCLKFN_06706","BOFCGCOL_03874","KJABKPCK_06764","KLLDKJAP_04709","HHDJLLAI_05378","IFEKPJDH_06302"
"group_13700","","hypothetical protein","9","9","1","1","2804","","","","308","308","308","GOJPHPBD_00457","DEIPBNHI_01802","LBLIGOHA_02344","IIFCLKFN_00875","BOFCGCOL_02801","KJABKPCK_03255","KLLDKJAP_02267","HHDJLLAI_00660","IFEKPJDH_01091"
"ysnE","","putative N-acetyltransferase YsnE","9","9","1","1","11674","","","","512","512","512","GOJPHPBD_01076","DEIPBNHI_00528","LBLIGOHA_02034","IIFCLKFN_00542","BOFCGCOL_01138","KJABKPCK_00761","KLLDKJAP_00566","HHDJLLAI_01190","IFEKPJDH_02994"
"group_13702","","hypothetical protein","9","9","1","1","1009","","","","128","128","128","GOJPHPBD_00088","DEIPBNHI_02971","LBLIGOHA_01251","IIFCLKFN_01508","BOFCGCOL_00602","KJABKPCK_00599","KLLDKJAP_00316","HHDJLLAI_00807","IFEKPJDH_00071"
"kmtR_2","","HTH-type transcriptional regulator KmtR","9","9","1","1","5764","","","","374","374","374","GOJPHPBD_04621","DEIPBNHI_04093","LBLIGOHA_04942","IIFCLKFN_05158","BOFCGCOL_06131","KJABKPCK_05748","KLLDKJAP_04892","HHDJLLAI_04912","IFEKPJDH_06786"
"soj_1","","Sporulation initiation inhibitor protein Soj","9","9","1","1","1991","","","","923","923","923","GOJPHPBD_02856","DEIPBNHI_01089","LBLIGOHA_00896","IIFCLKFN_03214","BOFCGCOL_02705","KJABKPCK_03098","KLLDKJAP_02541","HHDJLLAI_01949","IFEKPJDH_00411"
"rpsR","","30S ribosomal protein S18","9","9","1","2","960","","","","242","242","242","GOJPHPBD_08770","DEIPBNHI_08752","LBLIGOHA_09465","IIFCLKFN_09421","BOFCGCOL_08954","KJABKPCK_08868","KLLDKJAP_09475","HHDJLLAI_09948","IFEKPJDH_10040"
"ftsX_1","","Cell division protein FtsX","9","9","1","3","188","","","","917","917","917","GOJPHPBD_02072","DEIPBNHI_03360","LBLIGOHA_02743","IIFCLKFN_02168","BOFCGCOL_00204","KJABKPCK_00392","KLLDKJAP_00138","HHDJLLAI_03226","IFEKPJDH_02087"
"group_13707","","hypothetical protein","9","9","1","3","104","","","","401","401","401","GOJPHPBD_02045","DEIPBNHI_03387","LBLIGOHA_02770","IIFCLKFN_02195","BOFCGCOL_00177","KJABKPCK_00365","KLLDKJAP_00111","HHDJLLAI_02397","IFEKPJDH_03448"
"group_13708","","putative protein","9","9","1","1","3290","","","","1034","1034","1034","GOJPHPBD_00576","DEIPBNHI_00694","LBLIGOHA_01422","IIFCLKFN_01005","BOFCGCOL_01417","KJABKPCK_02387","KLLDKJAP_03080","HHDJLLAI_02345","IFEKPJDH_01536"
"group_13709","","hypothetical protein","9","9","1","1","2488","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1310","1310","1310","GOJPHPBD_03743","DEIPBNHI_02424","LBLIGOHA_03023","IIFCLKFN_02857","BOFCGCOL_03431","KJABKPCK_03522","KLLDKJAP_03538","HHDJLLAI_03474","IFEKPJDH_02745"
"groL1_4","","60 kDa chaperonin 1","9","9","1","1","7583","","","","1637","1637","1637","GOJPHPBD_06158","DEIPBNHI_05608","LBLIGOHA_04649","IIFCLKFN_05623","BOFCGCOL_04141","KJABKPCK_03816","KLLDKJAP_04414","HHDJLLAI_05978","IFEKPJDH_05196"
"poxB_2","","Pyruvate dehydrogenase [ubiquinone]","9","9","1","1","7865","","","","1715","1715","1715","GOJPHPBD_06533","DEIPBNHI_04213","LBLIGOHA_06093","IIFCLKFN_03709","BOFCGCOL_04379","KJABKPCK_03581","KLLDKJAP_07130","HHDJLLAI_05597","IFEKPJDH_05439"
"group_13712","","Putative peptide transport permease protein","9","9","1","1","1626","","","","917","917","917","GOJPHPBD_01888","DEIPBNHI_00021","LBLIGOHA_00132","IIFCLKFN_01056","BOFCGCOL_02500","KJABKPCK_01529","KLLDKJAP_02109","HHDJLLAI_03295","IFEKPJDH_01680"
"recR_3","","Recombination protein RecR","9","9","1","2","842","","","","596","596","596","GOJPHPBD_08862","DEIPBNHI_08835","LBLIGOHA_09366","IIFCLKFN_09360","BOFCGCOL_09043","KJABKPCK_08950","KLLDKJAP_09559","HHDJLLAI_10031","IFEKPJDH_10128"
"group_13714","","hypothetical protein","9","9","1","1","2430","","","","287","287","287","GOJPHPBD_01352","DEIPBNHI_02366","LBLIGOHA_02238","IIFCLKFN_03016","BOFCGCOL_01998","KJABKPCK_01313","KLLDKJAP_02633","HHDJLLAI_01700","IFEKPJDH_00943"
