tax_id	GeneID	Symbol	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
303	1218746	xylE	pWWO_p074	-	-	-	-	xylE	protein-coding	-	-	-	xylE|catechol 2,3-dioxygenase	20171111	-
303	1218766	merB	pWWO_p112	-	-	-	-	truncated MerB protein	protein-coding	-	-	-	-	20170410	-
303	1218791	rep	pWWO_p004	-	-	-	-	rep	protein-coding	-	-	-	rep|replication protein	20170410	-
303	1218793	ruvA	pWWO_p010	-	-	-	-	ruvA	protein-coding	-	-	-	ruvA|DNA replication and repair protein	20170410	-
303	1218794	ruvB	pWWO_p009	-	-	-	-	ruvB	protein-coding	-	-	-	ruvB|DNA replication and repair protein	20170410	-
303	1343182	rep	pDTG1p06	-	-	-	-	putative replication protein	protein-coding	-	-	-	-	20170906	-
303	1343205	nahH	pDTG1p50	-	-	-	-	catechol 2,3-dioxygenase	protein-coding	-	-	-	-	20170906	-
303	3974187	rep	NAH7_06	-	-	-	-	plasmid replication-initiation protein Rep	protein-coding	-	-	-	-	20160910	-
303	3974217	nahH	NAH7_47	-	-	-	-	catechol-2, 3-dioxygenase NahH	protein-coding	-	-	-	-	20170410	-
303	4226923	xylEII	pWW53_74	-	-	-	-	catechol 2,3-dioxygenase	protein-coding	-	-	-	-	20180213	-
303	4226956	pWW53_07	pWW53_07	-	-	-	-	putative replication/partitioning-related protein	protein-coding	-	-	-	-	20170520	-
303	4226962	repA	pWW53_01	-	-	-	-	replication initiator protein	protein-coding	-	-	-	-	20170906	-
303	4226976	tus	pWW53_85	-	-	-	-	putative replication terminus binding protein	protein-coding	-	-	-	-	20170906	-
303	4226980	xylEI	pWW53_49	-	-	-	-	catechol 2,3-dioxygenase	protein-coding	-	-	-	-	20170906	-
303	7265923	carBb	pCAR12_p027	-	-	-	-	catalytic subunit of meta cleavage enzyme	protein-coding	-	-	-	-	20141029	-
303	7265932	repA	pCAR12_p062	-	-	-	-	replication initiator protein	protein-coding	-	-	-	-	20160730	-
303	7276404	pCAR12_p060	pCAR12_p060	-	-	-	-	replication terminus site binding protein	protein-coding	-	-	-	-	20170906	-
303	7276407	pCAR12_p069	pCAR12_p069	-	-	-	-	plasmid replication/partition related protein	protein-coding	-	-	-	-	20170520	-
303	9121204	tus	pDK1_p110	-	-	-	-	replication terminus site-binding protein	protein-coding	-	-	-	-	20170906	-
303	9121242	xylE	pDK1_p099	-	-	-	-	catechol 2,3-dioxygenase	protein-coding	-	-	-	-	20180213	-
303	9121248	repA	pDK1_p001	-	-	-	-	replication initiator protein	protein-coding	-	-	-	-	20170906	-
303	31682518	AYO28_RS00085	AYO28_RS00085	AYO28_05220	-	-	-	cation transporter	protein-coding	-	-	-	-	20170412	-
303	31682622	AYO28_RS00615	AYO28_RS00615	AYO28_05750	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170412	-
303	31682816	actP	AYO28_RS01585	AYO28_06720	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170412	-
303	31683089	AYO28_RS02960	AYO28_RS02960	AYO28_08095	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20170412	-
303	31683214	AYO28_RS03590	AYO28_RS03590	AYO28_08720	-	-	-	divalent cation transporter	protein-coding	-	-	-	-	20170412	-
303	31683389	AYO28_RS04465	AYO28_RS04465	AYO28_09595	-	-	-	catalase	protein-coding	-	-	-	-	20170412	-
303	31683541	AYO28_RS05230	AYO28_RS05230	AYO28_10360	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170412	-
303	31683802	fieF	AYO28_RS06540	AYO28_11670	-	-	-	divalent metal cation transporter FieF	protein-coding	-	-	-	-	20170412	-
303	31684020	AYO28_RS07630	AYO28_RS07630	AYO28_12760	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20170412	-
303	31684022	AYO28_RS07640	AYO28_RS07640	AYO28_12770	-	-	-	chromosomal replication initiation protein DnaA	protein-coding	-	-	-	-	20170412	-
303	31684213	AYO28_RS08625	AYO28_RS08625	AYO28_13750	-	-	-	translocation protein TolB	protein-coding	-	-	-	-	20170412	-
303	31684473	AYO28_RS09935	AYO28_RS09935	AYO28_15060	-	-	-	flagellar basal body rod modification protein FlgD	protein-coding	-	-	-	-	20170412	-
303	31685035	AYO28_RS12765	AYO28_RS12765	AYO28_17885	-	-	-	catechol 1,2-dioxygenase	protein-coding	-	-	-	-	20170412	-
303	31685316	AYO28_RS14190	AYO28_RS14190	AYO28_19310	-	-	-	ribosomal protein S6 modification protein	protein-coding	-	-	-	-	20170412	-
303	31685365	AYO28_RS14435	AYO28_RS14435	AYO28_19555	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170412	-
303	31685468	AYO28_RS14960	AYO28_RS14960	AYO28_20080	-	-	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20170412	-
303	31685746	AYO28_RS16360	AYO28_RS16360	AYO28_21480	-	-	-	cation efflux protein	protein-coding	-	-	-	-	20170906	-
303	31685948	AYO28_RS17380	AYO28_RS17380	AYO28_22500	-	-	-	protocatechuate 3,4-dioxygenase subunit alpha	protein-coding	-	-	-	-	20170412	-
303	31685949	AYO28_RS17385	AYO28_RS17385	AYO28_22505	-	-	-	protocatechuate 3,4-dioxygenase subunit beta	protein-coding	-	-	-	-	20170412	-
303	31686299	AYO28_RS19150	AYO28_RS19150	AYO28_24270	-	-	-	monovalent cation/H+ antiporter subunit A	protein-coding	-	-	-	-	20170412	-
303	31686301	AYO28_RS19160	AYO28_RS19160	AYO28_24280	-	-	-	monovalent cation/H+ antiporter subunit D	protein-coding	-	-	-	-	20170412	-
303	31686395	AYO28_RS19635	AYO28_RS19635	AYO28_24755	-	-	-	pyridine proton-translocating NAD(P) transhydrogenase	protein-coding	-	-	-	-	20180521	-
303	31686435	AYO28_RS19835	AYO28_RS19835	AYO28_24955	-	-	-	catalase HPII	protein-coding	-	-	-	-	20170412	-
303	31686537	AYO28_RS20345	AYO28_RS20345	AYO28_00095	-	-	-	Mn-containing catalase	protein-coding	-	-	-	-	20170412	-
303	31686646	AYO28_RS20890	AYO28_RS20890	AYO28_00640	-	-	-	Na(+)-translocating NADH-quinone reductase subunit E	protein-coding	-	-	-	-	20170412	-
303	31686731	AYO28_RS21315	AYO28_RS21315	AYO28_01065	-	-	-	putative DNA modification/repair radical SAM protein	protein-coding	-	-	-	-	20170412	-
303	31686990	AYO28_RS22615	AYO28_RS22615	AYO28_25820	-	-	-	type IV pilus modification protein PilV	protein-coding	-	-	-	-	20170412	-
303	31687059	AYO28_RS22960	AYO28_RS22960	AYO28_26165	-	-	-	heavy metal transport/detoxification protein	protein-coding	-	-	-	-	20170412	-
303	31687061	AYO28_RS22970	AYO28_RS22970	AYO28_26175	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20170412	-
303	31687091	AYO28_RS23120	AYO28_RS23120	AYO28_26325	-	-	-	4-hydroxyphenylacetate catabolism regulatory protein HpaA	protein-coding	-	-	-	-	20170412	-
303	31687100	AYO28_RS23165	AYO28_RS23165	AYO28_26370	-	-	-	homoprotocatechuate degradation operon regulator, HpaR	protein-coding	-	-	-	-	20170906	-
303	31687163	AYO28_RS23480	AYO28_RS23480	AYO28_02165	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20170412	-
303	31687237	AYO28_RS23850	AYO28_RS23850	AYO28_02535	-	-	-	cellulose synthase catalytic subunit (UDP-forming)	protein-coding	-	-	-	-	20170412	-
303	31687364	AYO28_RS24485	AYO28_RS24485	AYO28_03175	-	-	-	Replication protein P	protein-coding	-	-	-	-	20170412	-
303	31687424	AYO28_RS24785	AYO28_RS24785	AYO28_03475	-	-	-	homoprotocatechuate degradation operon regulator, HpaR	protein-coding	-	-	-	-	20170412	-
303	31687754	actP	AYO28_RS26445	AYO28_04655	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20170412	-
316	28544637	PSTAB_RS00005	PSTAB_RS00005	PSTAB_0001	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180129	-
316	28544639	PSTAB_RS00015	PSTAB_RS00015	PSTAB_0003	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180129	-
316	28544683	PSTAB_RS00235	PSTAB_RS00235	PSTAB_0048	-	-	-	catalase HPII	protein-coding	-	-	-	-	20180129	-
316	28544737	PSTAB_RS00505	PSTAB_RS00505	PSTAB_0101	-	-	-	catalase	protein-coding	-	-	-	-	20180129	-
316	28544890	PSTAB_RS01280	PSTAB_RS01280	PSTAB_0258	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20180129	-
316	28544916	PSTAB_RS01410	PSTAB_RS01410	PSTAB_0285	-	-	-	type I restriction-modification protein subunit S	protein-coding	-	-	-	-	20180421	-
316	28544920	PSTAB_RS01430	PSTAB_RS01430	PSTAB_0289	-	-	-	type I restriction-modification system endonuclease	protein-coding	-	-	-	-	20180129	-
316	28544942	bcsA	PSTAB_RS01540	PSTAB_0310	-	-	-	UDP-forming cellulose synthase catalytic subunit	protein-coding	-	-	-	-	20180129	-
316	28545044	PSTAB_RS02050	PSTAB_RS02050	PSTAB_0411	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180129	-
316	28545341	PSTAB_RS03535	PSTAB_RS03535	PSTAB_0697	-	-	-	catalase	protein-coding	-	-	-	-	20180129	-
316	28545413	PSTAB_RS03895	PSTAB_RS03895	PSTAB_0771	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28545512	PSTAB_RS04390	PSTAB_RS04390	PSTAB_0874	-	-	-	type IV pilus modification protein PilV	protein-coding	-	-	-	-	20180129	-
316	28545527	PSTAB_RS04465	PSTAB_RS04465	PSTAB_0888	-	-	-	catabolite repressor/activator	protein-coding	-	-	-	-	20180707	-
316	28545706	PSTAB_RS05365	PSTAB_RS05365	PSTAB_1073	-	-	-	cation transporter	protein-coding	-	-	-	-	20180129	-
316	28545710	PSTAB_RS05385	PSTAB_RS05385	PSTAB_1077	-	-	-	molybdopterin synthase catalytic subunit MoaE	protein-coding	-	-	-	-	20180707	-
316	28545788	PSTAB_RS05775	PSTAB_RS05775	PSTAB_1158	-	-	-	protocatechuate 3,4-dioxygenase subunit beta	protein-coding	-	-	-	-	20180129	-
316	28545789	PSTAB_RS05780	PSTAB_RS05780	PSTAB_1159	-	-	-	protocatechuate 3,4-dioxygenase subunit alpha	protein-coding	-	-	-	-	20180129	-
316	28545876	PSTAB_RS06215	PSTAB_RS06215	-	-	-	-	cation transporter	protein-coding	-	-	-	-	20180129	-
316	28545890	PSTAB_RS06285	PSTAB_RS06285	PSTAB_1259	-	-	-	nitrate reductase catalytic subunit NapA	protein-coding	-	-	-	-	20180129	-
316	28545949	PSTAB_RS06585	PSTAB_RS06585	PSTAB_1317	-	-	-	sodium ion-translocating decarboxylase subunit beta	protein-coding	-	-	-	-	20180129	-
316	28545992	actP	PSTAB_RS06800	PSTAB_1363	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20180129	-
316	28546063	PSTAB_RS07155	PSTAB_RS07155	PSTAB_1433	-	-	-	monovalent cation/H+ antiporter subunit A	protein-coding	-	-	-	-	20180129	-
316	28546065	PSTAB_RS07165	PSTAB_RS07165	PSTAB_1435	-	-	-	monovalent cation/H+ antiporter subunit D	protein-coding	-	-	-	-	20180129	-
316	28546151	PSTAB_RS07600	PSTAB_RS07600	PSTAB_1527	-	-	-	cation transporter	protein-coding	-	-	-	-	20180129	-
316	28546161	PSTAB_RS07650	PSTAB_RS07650	PSTAB_1540	-	-	-	catalase peroxidase	protein-coding	-	-	-	-	20180129	-
316	28546205	PSTAB_RS07870	PSTAB_RS07870	PSTAB_1584	-	-	-	catechol 1,2-dioxygenase	protein-coding	-	-	-	-	20180129	-
316	28546314	PSTAB_RS08420	PSTAB_RS08420	PSTAB_1688	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28546356	PSTAB_RS08630	PSTAB_RS08630	PSTAB_1732	-	-	-	cadmium-translocating P-type ATPase	protein-coding	-	-	-	-	20180129	-
316	28546693	PSTAB_RS10315	PSTAB_RS10315	PSTAB_2069	-	-	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20180129	-
316	28546791	PSTAB_RS10805	PSTAB_RS10805	PSTAB_2171	-	-	-	PQQ-dependent catabolism-associated CXXCW motif protein	protein-coding	-	-	-	-	20180129	-
316	28546796	PSTAB_RS10830	PSTAB_RS10830	PSTAB_2175	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180129	-
316	28547120	PSTAB_RS12465	PSTAB_RS12465	PSTAB_2507	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180129	-
316	28547264	PSTAB_RS13185	PSTAB_RS13185	PSTAB_2656	-	-	-	trimeric intracellular cation channel family protein	protein-coding	-	-	-	-	20180129	-
316	28547355	PSTAB_RS13645	PSTAB_RS13645	PSTAB_2750	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180129	-
316	28547405	PSTAB_RS13900	PSTAB_RS13900	PSTAB_2800	-	-	-	cation transporter	protein-coding	-	-	-	-	20180129	-
316	28547484	PSTAB_RS14295	PSTAB_RS14295	PSTAB_2880	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28547526	PSTAB_RS14505	PSTAB_RS14505	PSTAB_2922	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28547556	PSTAB_RS14655	PSTAB_RS14655	PSTAB_2952	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180707	-
316	28547570	PSTAB_RS14725	PSTAB_RS14725	PSTAB_2968	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28547738	PSTAB_RS15570	PSTAB_RS15570	PSTAB_3137	-	-	-	LysE family translocator	protein-coding	-	-	-	-	20180129	-
316	28547900	PSTAB_RS16380	PSTAB_RS16380	PSTAB_3299	-	-	-	protein-methionine-sulfoxide reductase catalytic subunit MsrP	protein-coding	-	-	-	-	20180129	-
316	28548132	PSTAB_RS17560	PSTAB_RS17560	PSTAB_3540	-	-	-	catalase	protein-coding	-	-	-	-	20180129	-
316	28548174	PSTAB_RS17770	PSTAB_RS17770	PSTAB_3583	-	-	-	copper-translocating P-type ATPase	protein-coding	-	-	-	-	20180129	-
316	28548214	PSTAB_RS17970	PSTAB_RS17970	PSTAB_3619	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180129	-
316	28548280	PSTAB_RS18305	PSTAB_RS18305	PSTAB_3684	-	-	-	magnesium-translocating P-type ATPase	protein-coding	-	-	-	-	20180129	-
316	28548452	PSTAB_RS19170	PSTAB_RS19170	PSTAB_3861	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20180129	-
316	28548513	PSTAB_RS19475	PSTAB_RS19475	PSTAB_3922	-	-	-	putative DNA modification/repair radical SAM protein	protein-coding	-	-	-	-	20180129	-
316	28548787	PSTAB_RS20850	PSTAB_RS20850	PSTAB_4207	-	-	-	cation transporter	protein-coding	-	-	-	-	20180129	-
316	28548790	PSTAB_RS20865	PSTAB_RS20865	PSTAB_4210	-	-	-	cation:proton antiporter	protein-coding	-	-	-	-	20180129	-
317	13921287	D708_p009	D708_p009	-	-	-	-	major replication protein	protein-coding	-	-	-	-	20160820	-
317	13921351	D708_p073	D708_p073	-	-	-	-	Mn-containing catalase	protein-coding	-	-	-	-	20160820	-
317	13921393	D708_p2004	D708_p2004	-	-	-	-	replication protein A	protein-coding	-	-	-	-	20160820	-
317	13921479	D708_p3043	D708_p3043	-	-	-	-	Plasmid replication initiator protein	protein-coding	-	-	-	-	20160820	-
321	2648443	repA	pPSR1_p01	-	-	-	-	major replication protein	protein-coding	-	-	-	-	20160813	-
329	13918858	p712_0050	p712_0050	-	-	-	-	chlorocatechol-1,2-dioxygenase	protein-coding	-	-	-	-	20150909	-
340	35543897	katG	XCCB100_RS15110	xcc-b100_3134|xccb100_3134	-	-	-	catalase peroxidase	protein-coding	-	-	-	-	20180202	-
340	35544045	XCCB100_RS02265	XCCB100_RS02265	xcc-b100_0478|xccb100_0478	-	-	-	monovalent cation/H+ antiporter subunit D	protein-coding	-	-	-	-	20180202	-
340	35544047	XCCB100_RS02275	XCCB100_RS02275	xcc-b100_0480|xccb100_0480	-	-	-	monovalent cation/H+ antiporter subunit A	protein-coding	-	-	-	-	20180130	-
340	35544135	XCCB100_RS14675	XCCB100_RS14675	xcc-b100_3038|xccb100_3038	-	-	-	cation transporter	protein-coding	-	-	-	-	20180202	-
340	35544266	XCCB100_RS04855	XCCB100_RS04855	xcc-b100_1011|xccb100_1011	-	-	-	alanine:cation symporter family protein	protein-coding	-	-	-	-	20180130	-
340	35544293	XCCB100_RS04625	XCCB100_RS04625	xcc-b100_0965|xccb100_0965	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180202	-
340	35544375	XCCB100_RS14435	XCCB100_RS14435	xcc-b100_2989|xccb100_2989	-	-	-	cation transporter	protein-coding	-	-	-	-	20180130	-
340	35544417	XCCB100_RS15610	XCCB100_RS15610	xcc-b100_3235|xccb100_3235	-	-	-	cat2	protein-coding	-	-	-	cat2|catalase HPII	20180130	-
340	35544487	XCCB100_RS07760	XCCB100_RS07760	xcc-b100_1628|xccb100_1628	-	-	-	group 1 truncated hemoglobin	protein-coding	-	-	-	-	20180130	-
340	35544501	XCCB100_RS17180	XCCB100_RS17180	xcc-b100_3546|xccb100_3546	-	-	-	protocatechuate 4,5-dioxygenase subunit alpha	protein-coding	-	-	-	-	20180202	-
340	35544502	XCCB100_RS17185	XCCB100_RS17185	xcc-b100_3547|xccb100_3547	-	-	-	protocatechuate 4,5-dioxygenase subunit beta	protein-coding	-	-	-	-	20180202	-
340	35544670	XCCB100_RS20120	XCCB100_RS20120	xcc-b100_4136|xccb100_4136	-	-	-	catalase	protein-coding	-	-	-	-	20180130	-
340	35544759	XCCB100_RS10980	XCCB100_RS10980	xcc-b100_2275|xccb100_2275	-	-	-	replication-associated recombination protein A	protein-coding	-	-	-	-	20180130	-
340	35544774	prpR	XCCB100_RS16005	xcc-b100_3315|xccb100_3315	-	-	-	propionate catabolism operon regulatory protein PrpR	protein-coding	-	-	-	-	20180202	-
340	35545169	XCCB100_RS00015	XCCB100_RS00015	xcc-b100_0003|xccb100_0003	-	-	-	DNA replication and repair protein RecF	protein-coding	-	-	-	-	20180130	-
340	35545371	XCCB100_RS13785	XCCB100_RS13785	xcc-b100_2864|xccb100_2864	-	-	-	replicative DNA helicase	protein-coding	-	-	-	-	20180202	-
340	35545468	XCCB100_RS20575	XCCB100_RS20575	xcc-b100_4231|xccb100_4231	-	-	-	cation transporter	protein-coding	-	-	-	-	20180202	-
340	35545471	XCCB100_RS20590	XCCB100_RS20590	xcc-b100_4233|xccb100_4233	-	-	-	cation transporter	protein-coding	-	-	-	-	20180130	-
340	35545485	actP	XCCB100_RS20705	xcc-b100_4258|xccb100_4258	-	-	-	cation acetate symporter	protein-coding	-	-	-	-	20180130	-
340	35545519	XCCB100_RS20250	XCCB100_RS20250	xcc-b100_4165|xccb100_4165	-	-	-	cation transporter	protein-coding	-	-	-	-	20180130	-
340	35545614	flgD	XCCB100_RS10845	xcc-b100_2248|xccb100_2248	-	-	-	flagellar basal body rod modification protein FlgD	protein-coding	-	-	-	-	20180202	-
340	35545652	pcaH	XCCB100_RS01860	xcc-b100_0393|xccb100_0393	-	-	-	protocatechuate 3,4-dioxygenase subunit beta	protein-coding	-	-	-	-	20180202	-
340	35545653	pcaG	XCCB100_RS01865	xcc-b100_0394|xccb100_0394	-	-	-	protocatechuate 3,4-dioxygenase subunit alpha	protein-coding	-	-	-	-	20180202	-
340	35545667	XCCB100_RS04190	XCCB100_RS04190	xcc-b100_0873|xccb100_0873	-	-	-	acetolactate synthase 2 catalytic subunit	protein-coding	-	-	-	-	20180202	-
340	35545732	XCCB100_RS02625	XCCB100_RS02625	xcc-b100_0550|xccb100_0550	-	-	-	divalent-cation tolerance protein CutA	protein-coding	-	-	-	-	20180202	-
340	35546238	XCCB100_RS19905	XCCB100_RS19905	xcc-b100_4094|xccb100_4094	-	-	-	catalase	protein-coding	-	-	-	-	20180130	-
340	35546378	XCCB100_RS05965	XCCB100_RS05965	xcc-b100_1251|xccb100_1251	-	-	-	type I restriction-modification system subunit M	protein-coding	-	-	-	-	20180202	-
340	35546413	XCCB100_RS07455	XCCB100_RS07455	xcc-b100_1566|xccb100_1566	-	-	-	dicarboxylate/amino acid:cation symporter	protein-coding	-	-	-	-	20180202	-
340	35546627	XCCB100_RS20850	XCCB100_RS20850	xcc-b100_4287|xccb100_4287	-	-	-	translocation/assembly module TamB	protein-coding	-	-	-	-	20180130	-
340	35546661	XCCB100_RS18770	XCCB100_RS18770	xcc-b100_3869|xccb100_3869	-	-	-	Mn-containing catalase	protein-coding	-	-	-	-	20180202	-
340	35546741	hppA	XCCB100_RS04260	xcc-b100_0887|xccb100_0887	-	-	-	sodium-translocating pyrophosphatase	protein-coding	-	-	-	-	20180130	-
340	35547490	XCCB100_RS19185	XCCB100_RS19185	xcc-b100_3952|xccb100_3952	-	-	-	trimeric intracellular cation channel family protein	protein-coding	-	-	-	-	20180213	-
340	35547504	XCCB100_RS01245	XCCB100_RS01245	xcc-b100_0262|xccb100_0262	-	-	-	putative peptide modification system cyclase	protein-coding	-	-	-	-	20180130	-
340	35547613	pilV	XCCB100_RS22390	xcc-b100_1668	-	-	-	type IV pilus modification protein PilV	protein-coding	-	-	-	-	20180130	-
340	35547663	XCCB100_RS09685	XCCB100_RS09685	xcc-b100_2010|xccb100_2010	-	-	-	divalent metal cation transporter	protein-coding	-	-	-	-	20180130	-
340	35547748	XCCB100_RS00005	XCCB100_RS00005	xcc-b100_0001|xccb100_0001	-	-	-	chromosomal replication initiator protein DnaA	protein-coding	-	-	-	-	20180202	-
340	35547814	XCCB100_RS04925	XCCB100_RS04925	xcc-b100_1026|xccb100_1026	-	-	-	cation transporter	protein-coding	-	-	-	-	20180202	-
340	35547883	XCCB100_RS18680	XCCB100_RS18680	xcc-b100_3851|xccb100_3851	-	-	-	putative DNA modification/repair radical SAM protein	protein-coding	-	-	-	-	20180202	-
358	1224014	tiorf21	pTi-SAKURA_p023	-	-	-	-	Probable repC gene	protein-coding	-	-	-	Probable repC gene|replication initiation protein RepC	20170906	-
358	1224283	repC	pTi_092	-	-	-	-	replication initiation protein RepC	protein-coding	-	-	-	-	20170906	-
358	3021249	pAgK84_15	pAgK84_15	-	-	-	-	replicating protein RepA	protein-coding	-	-	-	-	20161019	-
358	6382062	agcA	pTiBo041	-	-	-	-	catabolic mannopine cyclase	protein-coding	-	-	-	catabolic mannopine cyclase|AgcA	20160903	-
358	6382063	mocE	pTiBo042	-	-	-	-	mannopine catabolism protein related to phosphofructokinase	protein-coding	-	-	-	mannopine catabolism protein related to phosphofructokinase|MocE	20150908	-
358	6382065	mocR	pTiBo044	-	-	-	-	mannopine catabolism regulatory protein	protein-coding	-	-	-	mannopine catabolism regulatory protein|MocR	20170906	-
358	6382068	mocA	pTiBo047	-	-	-	-	mannopine catabolism protein similar to glucose-6-phosphate oxidoreductase	protein-coding	-	-	-	mannopine catabolism protein similar to glucose-6-phosphate oxidoreductase|MocA	20180129	-
