"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brachy_341_9.fa","Brachy_738_10.fa","Brachy_862_8.fa","Brachy_876_9.fa","Brachy_900_8.fa","Brachy_908_11.fa","Brachy_947_11.fa","Brachy_962_10.fa","Brachy_JB7.fa"
"algC","","Phosphomannomutase/phosphoglucomutase","9","9","1","2","108","","","","1793","1793","1793","HAJKDPKL_02004","JOIMIODL_03355","FOMIDEFL_02751","AGBMBALL_02180","LJFCBDKD_00163","DPNJBGPE_00346","DNNBHHGK_00096","MCMEOHNO_02385","NGPGJBKC_03131"
"group_223","","hypothetical protein","9","9","1","2","150","","","","206","269","262","HAJKDPKL_02039","JOIMIODL_03320","FOMIDEFL_02716","AGBMBALL_02145","LJFCBDKD_00198","DPNJBGPE_00381","DNNBHHGK_00131","MCMEOHNO_02350","NGPGJBKC_02037"
"group_224","","hypothetical protein","9","9","1","2","158","","","","551","575","556","HAJKDPKL_02042","JOIMIODL_03317","FOMIDEFL_02713","AGBMBALL_02142","LJFCBDKD_00201","DPNJBGPE_00384","DNNBHHGK_00134","MCMEOHNO_03174","NGPGJBKC_02040"
"ziaR_1","","Transcriptional repressor SmtB ","9","9","1","1","2861","","","","482","482","482","HAJKDPKL_02364","JOIMIODL_01477","FOMIDEFL_00346","AGBMBALL_01716","LJFCBDKD_00924","DPNJBGPE_00952","DNNBHHGK_00755","MCMEOHNO_01457","NGPGJBKC_00681"
"tcrY_2","","putative sensor histidine kinase TcrY","9","9","1","1","2871","","","","794","1520","1278","HAJKDPKL_02372","JOIMIODL_01469","FOMIDEFL_00354","AGBMBALL_01708","LJFCBDKD_00917","DPNJBGPE_00960","DNNBHHGK_00763","MCMEOHNO_01449","NGPGJBKC_00673"
"ribF","","Riboflavin biosynthesis protein RibF","9","9","1","1","2921","","","","908","1073","1052","HAJKDPKL_02420","JOIMIODL_01421","FOMIDEFL_00402","AGBMBALL_01660","LJFCBDKD_00868","DPNJBGPE_01009","DNNBHHGK_00811","MCMEOHNO_01400","NGPGJBKC_01363"
"ftsQ","","Cell division protein FtsQ","9","9","1","1","2971","","","","644","851","710","HAJKDPKL_02467","JOIMIODL_01373","FOMIDEFL_00450","AGBMBALL_01613","LJFCBDKD_00821","DPNJBGPE_01056","DNNBHHGK_00858","MCMEOHNO_01353","NGPGJBKC_03151"
"uvrD1_2","","ATP-dependent DNA helicase UvrD1","9","9","1","1","3024","","","","1328","3185","2973","HAJKDPKL_02517","JOIMIODL_01323","FOMIDEFL_00500","AGBMBALL_01563","LJFCBDKD_00771","DPNJBGPE_01106","DNNBHHGK_00908","MCMEOHNO_01303","NGPGJBKC_02271"
"group_240","","hypothetical protein","9","9","1","1","3091","","","","173","173","173","HAJKDPKL_02583","JOIMIODL_01258","FOMIDEFL_00565","AGBMBALL_02077","LJFCBDKD_03297","DPNJBGPE_01172","DNNBHHGK_00974","MCMEOHNO_01237","NGPGJBKC_01485"
"group_244","ycjP_4","Inner membrane ABC transporter permease protein YcjP","9","9","1","1","2290","","","","440","935","588","HAJKDPKL_02613","JOIMIODL_02654","FOMIDEFL_03581","AGBMBALL_03092","LJFCBDKD_03367","DPNJBGPE_03308","DNNBHHGK_03329","MCMEOHNO_02631","NGPGJBKC_01588"
"group_252","","hypothetical protein","9","9","1","1","2326","","","","728","848","834","HAJKDPKL_02625","JOIMIODL_00268","FOMIDEFL_03247","AGBMBALL_02718","LJFCBDKD_02625","DPNJBGPE_03197","DNNBHHGK_00183","MCMEOHNO_02741","NGPGJBKC_01269"
"group_253","","hypothetical protein","9","9","1","1","2405","","","","428","428","428","HAJKDPKL_02627","JOIMIODL_00270","FOMIDEFL_03245","AGBMBALL_02720","LJFCBDKD_02627","DPNJBGPE_03199","DNNBHHGK_00185","MCMEOHNO_02739","NGPGJBKC_01267"
"cysC","","Adenylyl-sulfate kinase","9","9","1","1","2413","","","","578","578","578","HAJKDPKL_02635","JOIMIODL_00278","FOMIDEFL_02627","AGBMBALL_02728","LJFCBDKD_02635","DPNJBGPE_03140","DNNBHHGK_00193","MCMEOHNO_02731","NGPGJBKC_03141"
"group_256","","hypothetical protein","9","9","1","1","2415","","","","1325","1349","1333","HAJKDPKL_02637","JOIMIODL_00280","FOMIDEFL_02624","AGBMBALL_02732","LJFCBDKD_00433","DPNJBGPE_03142","DNNBHHGK_00195","MCMEOHNO_02729","NGPGJBKC_03139"
"sbcD","","Nuclease SbcCD subunit D","9","9","1","1","2467","","","","1178","1178","1178","HAJKDPKL_02648","JOIMIODL_00291","FOMIDEFL_02612","AGBMBALL_02743","LJFCBDKD_00422","DPNJBGPE_03153","DNNBHHGK_00206","MCMEOHNO_02718","NGPGJBKC_00628"
"glnQ_3","","Glutamine transport ATP-binding protein GlnQ","9","9","1","1","2454","","","","857","899","878","HAJKDPKL_02661","JOIMIODL_02642","FOMIDEFL_02599","AGBMBALL_02756","LJFCBDKD_00409","DPNJBGPE_03166","DNNBHHGK_00219","MCMEOHNO_02705","NGPGJBKC_01729"
"aas","","Bifunctional protein Aas","9","9","1","1","2449","","","","233","992","887","HAJKDPKL_02666","JOIMIODL_02637","FOMIDEFL_03467","AGBMBALL_02761","LJFCBDKD_00404","DPNJBGPE_03171","DNNBHHGK_00224","MCMEOHNO_02700","NGPGJBKC_01524"
"group_260","","hypothetical protein","9","9","1","1","1779","","","","1739","1829","1787","HAJKDPKL_02703","JOIMIODL_02599","FOMIDEFL_03221","AGBMBALL_00274","LJFCBDKD_02820","DPNJBGPE_02008","DNNBHHGK_03463","MCMEOHNO_02885","NGPGJBKC_02771"
"group_261","","hypothetical protein","9","9","1","1","4292","","","","893","1637","1551","HAJKDPKL_02737","JOIMIODL_00945","FOMIDEFL_03571","AGBMBALL_02919","LJFCBDKD_00527","DPNJBGPE_02012","DNNBHHGK_03508","MCMEOHNO_02105","NGPGJBKC_02720"
"mca_2","","Mycothiol S-conjugate amidase","9","9","1","1","4293","","","","2480","2795","2725","HAJKDPKL_02738","JOIMIODL_00946","FOMIDEFL_03572","AGBMBALL_02918","LJFCBDKD_00526","DPNJBGPE_02013","DNNBHHGK_03509","MCMEOHNO_02106","NGPGJBKC_02719"
"group_263","","putative protein","9","9","1","1","4478","","","","728","1424","1101","HAJKDPKL_02757","JOIMIODL_01137","FOMIDEFL_00950","AGBMBALL_03109","LJFCBDKD_00241","DPNJBGPE_01748","DNNBHHGK_02432","MCMEOHNO_02553","NGPGJBKC_03305"
"group_264","","hypothetical protein","9","9","1","1","4487","","","","293","317","305","HAJKDPKL_02761","JOIMIODL_01132","FOMIDEFL_00945","AGBMBALL_03113","LJFCBDKD_00236","DPNJBGPE_01752","DNNBHHGK_02437","MCMEOHNO_02557","NGPGJBKC_01928"
"group_265","","hypothetical protein","9","9","1","1","3373","","","","416","446","431","HAJKDPKL_02869","JOIMIODL_00937","FOMIDEFL_00707","AGBMBALL_01379","LJFCBDKD_02290","DPNJBGPE_02055","DNNBHHGK_02692","MCMEOHNO_00453","NGPGJBKC_01449"
"group_266","","Putative peptide transport permease protein","9","9","1","1","3428","","","","449","1079","1005","HAJKDPKL_02923","JOIMIODL_02812","FOMIDEFL_01681","AGBMBALL_02324","LJFCBDKD_02229","DPNJBGPE_02523","DNNBHHGK_01817","MCMEOHNO_00398","NGPGJBKC_02240"
"yheS_2","","putative ABC transporter ATP-binding protein YheS","9","9","1","1","3470","","","","530","1529","1307","HAJKDPKL_02964","JOIMIODL_03156","FOMIDEFL_01640","AGBMBALL_02365","LJFCBDKD_02188","DPNJBGPE_02564","DNNBHHGK_01776","MCMEOHNO_00357","NGPGJBKC_00840"
"tam_2","","putative trans-aconitate 2-methyltransferase","9","9","1","1","3512","","","","767","767","767","HAJKDPKL_03006","JOIMIODL_03198","FOMIDEFL_01598","AGBMBALL_02407","LJFCBDKD_02146","DPNJBGPE_02606","DNNBHHGK_01734","MCMEOHNO_00315","NGPGJBKC_00799"
"ppgK","","Polyphosphate glucokinase","9","9","1","1","3558","","","","821","875","855","HAJKDPKL_03074","JOIMIODL_03089","FOMIDEFL_01546","AGBMBALL_02458","LJFCBDKD_02107","DPNJBGPE_02646","DNNBHHGK_01694","MCMEOHNO_00263","NGPGJBKC_00759"
"group_271","","hypothetical protein","9","9","1","1","4434","","","","170","209","204","HAJKDPKL_03166","JOIMIODL_03444","FOMIDEFL_03388","AGBMBALL_02813","LJFCBDKD_03413","DPNJBGPE_02777","DNNBHHGK_03208","MCMEOHNO_00147","NGPGJBKC_01355"
"group_281","","hypothetical protein","9","9","1","1","4390","","","","374","446","430","HAJKDPKL_03348","JOIMIODL_03668","FOMIDEFL_03559","AGBMBALL_03465","LJFCBDKD_01696","DPNJBGPE_03404","DNNBHHGK_03125","MCMEOHNO_03290","NGPGJBKC_02785"
"group_282","","hypothetical protein","9","9","1","1","4381","","","","440","569","454","HAJKDPKL_03355","JOIMIODL_03502","FOMIDEFL_02992","AGBMBALL_03458","LJFCBDKD_01689","DPNJBGPE_03396","DNNBHHGK_03133","MCMEOHNO_03283","NGPGJBKC_02793"
"metN2","","Methionine import ATP-binding protein MetN 2","9","9","1","1","167","","","","203","740","680","HAJKDPKL_03509","JOIMIODL_00321","FOMIDEFL_03145","AGBMBALL_02664","LJFCBDKD_02547","DPNJBGPE_01437","DNNBHHGK_02292","MCMEOHNO_03335","NGPGJBKC_00609"
"group_289","serA_1","D-3-phosphoglycerate dehydrogenase","9","9","1","1","177","","","","992","992","992","HAJKDPKL_03518","JOIMIODL_00330","FOMIDEFL_03136","AGBMBALL_02674","LJFCBDKD_02538","DPNJBGPE_01446","DNNBHHGK_02301","MCMEOHNO_03326","NGPGJBKC_00414"
"group_290","","hypothetical protein","9","9","1","1","189","","","","515","515","515","HAJKDPKL_03529","JOIMIODL_00341","FOMIDEFL_03125","AGBMBALL_02685","LJFCBDKD_02527","DPNJBGPE_01457","DNNBHHGK_02312","MCMEOHNO_03315","NGPGJBKC_02332"
"group_291","","hypothetical protein","9","9","1","1","485","","","","494","494","494","HAJKDPKL_03572","JOIMIODL_00220","FOMIDEFL_00988","AGBMBALL_00765","LJFCBDKD_00347","DPNJBGPE_01706","DNNBHHGK_01576","MCMEOHNO_03034","NGPGJBKC_03345"
"dksA","","RNA polymerase-binding transcription factor DksA","9","9","1","1","487","","","","293","464","407","HAJKDPKL_03574","JOIMIODL_00222","FOMIDEFL_00987","AGBMBALL_00764","LJFCBDKD_00349","DPNJBGPE_01708","DNNBHHGK_01577","MCMEOHNO_03032","NGPGJBKC_03342"
"nrdI_1","","Protein NrdI","9","9","1","1","488","","","","488","488","488","HAJKDPKL_03575","JOIMIODL_00223","FOMIDEFL_00986","AGBMBALL_00763","LJFCBDKD_00350","DPNJBGPE_01709","DNNBHHGK_01578","MCMEOHNO_03031","NGPGJBKC_03341"
"group_294","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","9","9","1","1","505","","","","479","491","489","HAJKDPKL_03591","JOIMIODL_00239","FOMIDEFL_00970","AGBMBALL_00747","LJFCBDKD_00366","DPNJBGPE_01725","DNNBHHGK_01595","MCMEOHNO_03015","NGPGJBKC_03325"
"yghA_2","","putative oxidoreductase YghA","9","9","1","1","2310","","","","899","899","899","HAJKDPKL_03609","JOIMIODL_01853","FOMIDEFL_03183","AGBMBALL_03263","LJFCBDKD_03558","DPNJBGPE_01792","DNNBHHGK_02870","MCMEOHNO_03114","NGPGJBKC_01716"
"merA","","Mercuric reductase","9","9","1","1","1738","","","","212","212","212","HAJKDPKL_03613","JOIMIODL_01857","FOMIDEFL_03178","AGBMBALL_03260","LJFCBDKD_02617","DPNJBGPE_01789","DNNBHHGK_02866","MCMEOHNO_03117","NGPGJBKC_01713"
"ettA_3","","Energy-dependent translational throttle protein EttA","9","9","1","1","4368","","","","1139","1667","1607","HAJKDPKL_03656","JOIMIODL_03565","FOMIDEFL_01138","AGBMBALL_02556","LJFCBDKD_01676","DPNJBGPE_01367","DNNBHHGK_03146","MCMEOHNO_00902","NGPGJBKC_02806"
"thiO","","Glycine oxidase","9","9","1","1","275","","","","1196","1226","1220","HAJKDPKL_01846","JOIMIODL_00037","FOMIDEFL_00781","AGBMBALL_01054","LJFCBDKD_00008","DPNJBGPE_01529","DNNBHHGK_02060","MCMEOHNO_00065","NGPGJBKC_01629"
"whiB1","","Transcriptional regulator WhiB1","9","9","1","2","133","","","","248","248","248","HAJKDPKL_02028","JOIMIODL_03331","FOMIDEFL_02727","AGBMBALL_02156","LJFCBDKD_00187","DPNJBGPE_00370","DNNBHHGK_00120","MCMEOHNO_02361","NGPGJBKC_03370"
"oppD_4","","Oligopeptide transport ATP-binding protein OppD","9","9","1","1","3429","","","","908","908","908","HAJKDPKL_02924","JOIMIODL_02813","FOMIDEFL_01680","AGBMBALL_02325","LJFCBDKD_02228","DPNJBGPE_02524","DNNBHHGK_01816","MCMEOHNO_00397","NGPGJBKC_02239"
"group_3062","","hypothetical protein","9","9","1","2","134","","","","449","449","449","HAJKDPKL_02029","JOIMIODL_03330","FOMIDEFL_02726","AGBMBALL_02155","LJFCBDKD_00188","DPNJBGPE_00371","DNNBHHGK_00121","MCMEOHNO_02360","NGPGJBKC_03369"
"group_3063","","hypothetical protein","9","9","1","1","3696","","","","332","332","332","HAJKDPKL_03421","JOIMIODL_01733","FOMIDEFL_02635","AGBMBALL_02288","LJFCBDKD_01886","DPNJBGPE_03359","DNNBHHGK_03091","MCMEOHNO_01588","NGPGJBKC_02965"
"rpmJ","","50S ribosomal protein L36","9","9","1","1","1520","","","","113","113","113","HAJKDPKL_00872","JOIMIODL_01908","FOMIDEFL_02934","AGBMBALL_00126","LJFCBDKD_01557","DPNJBGPE_00132","DNNBHHGK_01298","MCMEOHNO_01863","NGPGJBKC_00364"
"rpoZ","","DNA-directed RNA polymerase subunit omega","9","9","1","1","3757","","","","365","365","365","HAJKDPKL_03329","JOIMIODL_02149","FOMIDEFL_00212","AGBMBALL_00237","LJFCBDKD_01814","DPNJBGPE_00072","DNNBHHGK_03358","MCMEOHNO_01660","NGPGJBKC_03486"
"hisI","","Phosphoribosyl-AMP cyclohydrolase","9","9","1","1","3760","","","","413","413","413","HAJKDPKL_03326","JOIMIODL_02152","FOMIDEFL_00209","AGBMBALL_00234","LJFCBDKD_01817","DPNJBGPE_00069","DNNBHHGK_03361","MCMEOHNO_01657","NGPGJBKC_03483"
"group_3067","","putative protein","9","9","1","1","3806","","","","872","872","872","HAJKDPKL_00688","JOIMIODL_02199","FOMIDEFL_00162","AGBMBALL_00187","LJFCBDKD_01864","DPNJBGPE_00022","DNNBHHGK_01017","MCMEOHNO_01610","NGPGJBKC_02987"
"group_3068","","hypothetical protein","9","9","1","2","69","","","","245","245","245","HAJKDPKL_01966","JOIMIODL_03394","FOMIDEFL_02790","AGBMBALL_02218","LJFCBDKD_00125","DPNJBGPE_00307","DNNBHHGK_00058","MCMEOHNO_02424","NGPGJBKC_01287"
"group_3069","","hypothetical protein","9","9","1","1","158","","","","107","107","107","HAJKDPKL_03501","JOIMIODL_00313","FOMIDEFL_03153","AGBMBALL_02656","LJFCBDKD_02555","DPNJBGPE_02968","DNNBHHGK_02282","MCMEOHNO_02679","NGPGJBKC_00617"
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase","9","9","1","1","2293","","","","2021","2075","2049","HAJKDPKL_02617","JOIMIODL_02650","FOMIDEFL_03577","AGBMBALL_03089","LJFCBDKD_03363","DPNJBGPE_03312","DNNBHHGK_03332","MCMEOHNO_02634","NGPGJBKC_01592"
"group_3070","","hypothetical protein","9","9","1","2","51","","","","458","458","458","HAJKDPKL_01948","JOIMIODL_03412","FOMIDEFL_02808","AGBMBALL_02236","LJFCBDKD_00107","DPNJBGPE_00289","DNNBHHGK_00040","MCMEOHNO_02442","NGPGJBKC_01305"
"group_3071","","hypothetical protein","9","9","1","1","4383","","","","131","131","131","HAJKDPKL_03353","JOIMIODL_03504","FOMIDEFL_02990","AGBMBALL_03460","LJFCBDKD_01691","DPNJBGPE_03398","DNNBHHGK_03131","MCMEOHNO_03285","NGPGJBKC_02791"
"fhuC","","Iron(3+)-hydroxamate import ATP-binding protein FhuC","9","9","1","1","378","","","","755","755","755","HAJKDPKL_01758","JOIMIODL_00125","FOMIDEFL_01078","AGBMBALL_01922","LJFCBDKD_00257","DPNJBGPE_01617","DNNBHHGK_01972","MCMEOHNO_01043","NGPGJBKC_01172"
"qmcA","","Protein QmcA","9","9","1","1","1254","","","","1130","1130","1130","HAJKDPKL_00652","JOIMIODL_00760","FOMIDEFL_01335","AGBMBALL_00919","LJFCBDKD_01316","DPNJBGPE_02293","DNNBHHGK_02357","MCMEOHNO_03397","NGPGJBKC_01759"
"pyrB","","Aspartate carbamoyltransferase","9","9","1","1","3749","","","","956","956","956","HAJKDPKL_03337","JOIMIODL_02141","FOMIDEFL_00220","AGBMBALL_00245","LJFCBDKD_01806","DPNJBGPE_00080","DNNBHHGK_03350","MCMEOHNO_01668","NGPGJBKC_03494"
"group_3075","","tRNA-Asp(gtc)","9","9","1","1","1932","","","","75","75","75","HAJKDPKL_00193","JOIMIODL_02441","FOMIDEFL_02393","AGBMBALL_01207","LJFCBDKD_02980","DPNJBGPE_01846","DNNBHHGK_01250","MCMEOHNO_02084","NGPGJBKC_02362"
"LRA5","","2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))","9","9","1","1","60","","","","794","794","794","HAJKDPKL_03265","JOIMIODL_01014","FOMIDEFL_01757","AGBMBALL_02856","LJFCBDKD_00461","DPNJBGPE_02241","DNNBHHGK_01481","MCMEOHNO_00112","NGPGJBKC_03084"
"group_3077","","hypothetical protein","9","9","1","1","383","","","","419","419","419","HAJKDPKL_01753","JOIMIODL_00130","FOMIDEFL_01073","AGBMBALL_01927","LJFCBDKD_00262","DPNJBGPE_01622","DNNBHHGK_01967","MCMEOHNO_01048","NGPGJBKC_01167"
"group_3078","","hypothetical protein","9","9","1","1","3475","","","","383","383","383","HAJKDPKL_02969","JOIMIODL_03161","FOMIDEFL_01635","AGBMBALL_02370","LJFCBDKD_02183","DPNJBGPE_02569","DNNBHHGK_01771","MCMEOHNO_00352","NGPGJBKC_00835"
"griR","","Beta sliding clamp GriR","9","9","1","1","4556","","","","1202","1202","1202","HAJKDPKL_02828","JOIMIODL_01068","FOMIDEFL_00881","AGBMBALL_03178","LJFCBDKD_02677","DPNJBGPE_03055","DNNBHHGK_02505","MCMEOHNO_01935","NGPGJBKC_00393"
"rplJ","","50S ribosomal protein L10","9","9","1","1","1560","","","","515","515","515","HAJKDPKL_00832","JOIMIODL_01948","FOMIDEFL_02894","AGBMBALL_00087","LJFCBDKD_01517","DPNJBGPE_00172","DNNBHHGK_01338","MCMEOHNO_01823","NGPGJBKC_00324"
"group_3081","","hypothetical protein","9","9","1","1","4566","","","","176","176","176","HAJKDPKL_02838","JOIMIODL_01058","FOMIDEFL_00871","AGBMBALL_03188","LJFCBDKD_02687","DPNJBGPE_03045","DNNBHHGK_02515","MCMEOHNO_01945","NGPGJBKC_00383"
"group_3082","","hypothetical protein","9","9","1","1","736","","","","374","374","374","HAJKDPKL_02155","JOIMIODL_02242","FOMIDEFL_03314","AGBMBALL_03067","LJFCBDKD_03334","DPNJBGPE_02420","DNNBHHGK_02135","MCMEOHNO_02980","NGPGJBKC_03281"
"fkbP_1","","FK506-binding protein","9","9","1","1","3614","","","","380","380","380","HAJKDPKL_03122","JOIMIODL_03032","FOMIDEFL_01498","AGBMBALL_02506","LJFCBDKD_02059","DPNJBGPE_02694","DNNBHHGK_01646","MCMEOHNO_00215","NGPGJBKC_00256"
"mshC","","L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase","9","9","1","1","3605","","","","1277","1277","1277","HAJKDPKL_03113","JOIMIODL_03041","FOMIDEFL_01507","AGBMBALL_02497","LJFCBDKD_02068","DPNJBGPE_02685","DNNBHHGK_01655","MCMEOHNO_00224","NGPGJBKC_00265"
"group_3085","","hypothetical protein","9","9","1","2","143","","","","872","872","872","HAJKDPKL_02037","JOIMIODL_03322","FOMIDEFL_02718","AGBMBALL_02147","LJFCBDKD_00196","DPNJBGPE_00379","DNNBHHGK_00129","MCMEOHNO_02352","NGPGJBKC_02035"
"ppm1_1","","Polyprenol monophosphomannose synthase","9","9","1","2","93","","","","719","719","719","HAJKDPKL_01989","JOIMIODL_03370","FOMIDEFL_02766","AGBMBALL_02195","LJFCBDKD_00148","DPNJBGPE_00331","DNNBHHGK_00081","MCMEOHNO_02400","NGPGJBKC_00432"
"group_3087","","hypothetical protein","9","9","1","1","2783","","","","230","230","230","HAJKDPKL_01179","JOIMIODL_00643","FOMIDEFL_02132","AGBMBALL_00653","LJFCBDKD_01002","DPNJBGPE_00874","DNNBHHGK_00677","MCMEOHNO_01534","NGPGJBKC_02508"
"ctaF","","Cytochrome c oxidase polypeptide 4","9","9","1","1","873","","","","416","416","416","HAJKDPKL_01327","JOIMIODL_02342","FOMIDEFL_02218","AGBMBALL_02980","LJFCBDKD_01970","DPNJBGPE_01302","DNNBHHGK_02593","MCMEOHNO_01686","NGPGJBKC_00916"
"tmpC","","Membrane lipoprotein TmpC","9","9","1","2","55","","","","1112","1112","1112","HAJKDPKL_01952","JOIMIODL_03408","FOMIDEFL_02804","AGBMBALL_02232","LJFCBDKD_00111","DPNJBGPE_00293","DNNBHHGK_00044","MCMEOHNO_02438","NGPGJBKC_01301"
"group_309","","hypothetical protein","9","9","1","1","1319","","","","1418","1490","1442","HAJKDPKL_00592","JOIMIODL_00710","FOMIDEFL_01385","AGBMBALL_00966","LJFCBDKD_01371","DPNJBGPE_02342","DNNBHHGK_02412","MCMEOHNO_02295","NGPGJBKC_00608"
"ispD_3","","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase","9","9","1","1","1861","","","","686","686","686","HAJKDPKL_00312","JOIMIODL_02560","FOMIDEFL_00230","AGBMBALL_00318","LJFCBDKD_02862","DPNJBGPE_01965","DNNBHHGK_01131","MCMEOHNO_01965","NGPGJBKC_01557"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","9","9","1","1","2771","","","","746","746","746","HAJKDPKL_01167","JOIMIODL_00631","FOMIDEFL_02120","AGBMBALL_00641","LJFCBDKD_01014","DPNJBGPE_00862","DNNBHHGK_00665","MCMEOHNO_01546","NGPGJBKC_02496"
"group_3092","","hypothetical protein","9","9","1","1","2534","","","","710","710","710","HAJKDPKL_00940","JOIMIODL_02058","FOMIDEFL_01894","AGBMBALL_00412","LJFCBDKD_01242","DPNJBGPE_03001","DNNBHHGK_02965","MCMEOHNO_02154","NGPGJBKC_00014"
"glyA1","","Serine hydroxymethyltransferase 1","9","9","1","2","46","","","","1268","1268","1268","HAJKDPKL_01943","JOIMIODL_03417","FOMIDEFL_02813","AGBMBALL_02241","LJFCBDKD_00102","DPNJBGPE_00284","DNNBHHGK_00035","MCMEOHNO_02447","NGPGJBKC_01310"
"moaA","","GTP 3',8-cyclase","9","9","1","1","2736","","","","1100","1100","1100","HAJKDPKL_01136","JOIMIODL_00600","FOMIDEFL_02089","AGBMBALL_00610","LJFCBDKD_01045","DPNJBGPE_00829","DNNBHHGK_00634","MCMEOHNO_01103","NGPGJBKC_02465"
"tcyB","","L-cystine transport system permease protein TcyB","9","9","1","1","2600","","","","776","776","776","HAJKDPKL_01006","JOIMIODL_00471","FOMIDEFL_01960","AGBMBALL_00479","LJFCBDKD_01175","DPNJBGPE_00698","DNNBHHGK_02898","MCMEOHNO_02220","NGPGJBKC_02875"
"soxR","","Redox-sensitive transcriptional activator SoxR","9","9","1","1","88","","","","470","470","470","HAJKDPKL_02856","JOIMIODL_01041","FOMIDEFL_00854","AGBMBALL_03205","LJFCBDKD_02705","DPNJBGPE_03028","DNNBHHGK_02532","MCMEOHNO_01962","NGPGJBKC_00230"
"group_3097","","hypothetical protein","9","9","1","2","126","","","","545","545","545","HAJKDPKL_02021","JOIMIODL_03338","FOMIDEFL_02734","AGBMBALL_02163","LJFCBDKD_00180","DPNJBGPE_00363","DNNBHHGK_00113","MCMEOHNO_02368","NGPGJBKC_03377"
"lacG_1","","Lactose transport system permease protein LacG","9","9","1","1","35","","","","893","893","893","HAJKDPKL_03289","JOIMIODL_00990","FOMIDEFL_01733","AGBMBALL_02879","LJFCBDKD_00486","DPNJBGPE_02266","DNNBHHGK_01457","MCMEOHNO_00089","NGPGJBKC_03108"
"leuA_2","","2-isopropylmalate synthase","9","9","1","1","3509","","","","1814","1814","1814","HAJKDPKL_03003","JOIMIODL_03195","FOMIDEFL_01601","AGBMBALL_02404","LJFCBDKD_02149","DPNJBGPE_02603","DNNBHHGK_01737","MCMEOHNO_00318","NGPGJBKC_00802"
"bag","","IgA FC receptor","9","9","1","1","4268","","","","1070","1127","1103","HAJKDPKL_00145","JOIMIODL_02985","FOMIDEFL_01186","AGBMBALL_01538","LJFCBDKD_00538","DPNJBGPE_00650","DNNBHHGK_00253","MCMEOHNO_00853","NGPGJBKC_01252"
"ponA1","","Penicillin-binding protein 1A","9","9","1","1","4538","","","","2537","2573","2560","HAJKDPKL_02810","JOIMIODL_01086","FOMIDEFL_00899","AGBMBALL_03161","LJFCBDKD_02659","DPNJBGPE_03073","DNNBHHGK_02488","MCMEOHNO_01917","NGPGJBKC_00145"
"rplM","","50S ribosomal protein L13","9","9","1","1","792","","","","443","443","443","HAJKDPKL_00900","JOIMIODL_01881","FOMIDEFL_02961","AGBMBALL_00154","LJFCBDKD_03496","DPNJBGPE_00091","DNNBHHGK_01270","MCMEOHNO_01891","NGPGJBKC_03063"
"rpmH","","50S ribosomal protein L34","9","9","1","1","4554","","","","137","137","137","HAJKDPKL_02826","JOIMIODL_01070","FOMIDEFL_00883","AGBMBALL_03176","LJFCBDKD_02675","DPNJBGPE_03057","DNNBHHGK_02503","MCMEOHNO_01933","NGPGJBKC_00395"
"garA_1","","Glycogen accumulation regulator GarA","9","9","1","1","2428","","","","722","722","722","HAJKDPKL_02683","JOIMIODL_02620","FOMIDEFL_03484","AGBMBALL_02778","LJFCBDKD_00387","DPNJBGPE_03188","DNNBHHGK_00241","MCMEOHNO_02683","NGPGJBKC_00484"
